sample	samples	HGS	HGS	ENSG00000185359.12
TCGA-FS-A1ZQ-06	TCGA-FS-A1ZQ-06	0.865	2	7.288
TCGA-SX-A7SQ-01	TCGA-SX-A7SQ-01	0.865	1	6.61
TCGA-B1-A47O-01	TCGA-B1-A47O-01	0.863	1	7.521
TCGA-29-1763-01	TCGA-29-1763-01	0.862	1	6.36
TCGA-24-1425-01	TCGA-24-1425-01	0.861	2	6.559
TCGA-DD-A73A-01	TCGA-DD-A73A-01	0.861	2	5.547
TCGA-B1-A654-01	TCGA-B1-A654-01	0.86	1	7.244
TCGA-E2-A15S-01	TCGA-E2-A15S-01	0.86	1	6.73
TCGA-V4-A9EK-01	TCGA-V4-A9EK-01	0.86	1	6.456
TCGA-30-1714-01	TCGA-30-1714-01	0.859	1	6
TCGA-ZN-A9VQ-01	TCGA-ZN-A9VQ-01	0.857	2	6.181
TCGA-AC-A2FM-01	TCGA-AC-A2FM-01	0.857	1	6.567
TCGA-69-7760-01	TCGA-69-7760-01	0.855	1	6.66
TCGA-E9-A5UO-01	TCGA-E9-A5UO-01	0.855	1	6.299
TCGA-60-2706-01	TCGA-60-2706-01	0.854	1	6.074
TCGA-UZ-A9PV-01	TCGA-UZ-A9PV-01	0.853	1	6.486
TCGA-E7-A677-01	TCGA-E7-A677-01	0.852	1	7.066
TCGA-2Y-A9H9-01	TCGA-2Y-A9H9-01	0.852	1	5.781
TCGA-WC-A885-01	TCGA-WC-A885-01	0.85	2	7.218
TCGA-G3-AAV5-01	TCGA-G3-AAV5-01	0.85	1	6.539
TCGA-EP-A2KC-01	TCGA-EP-A2KC-01	0.848	1	6.272
TCGA-12-0818-01	TCGA-12-0818-01	0.848	1	
TCGA-4A-A93W-01	TCGA-4A-A93W-01	0.847	1	7.073
TCGA-A8-A07W-01	TCGA-A8-A07W-01	0.847	1	5.75
TCGA-AC-A62V-01	TCGA-AC-A62V-01	0.843	1	7.019
TCGA-14-2555-01	TCGA-14-2555-01	0.843	1	
TCGA-FD-A43X-01	TCGA-FD-A43X-01	0.842	1	7.898
TCGA-51-4080-01	TCGA-51-4080-01	0.84	1	5.763
TCGA-69-7764-01	TCGA-69-7764-01	0.839	2	6.618
TCGA-AT-A5NU-01	TCGA-AT-A5NU-01	0.839	1	6.754
TCGA-AB-2849-03	TCGA-AB-2849-03	0.839	1	5.557
TCGA-J7-A8I2-01	TCGA-J7-A8I2-01	0.838	1	7.327
TCGA-CU-A5W6-01	TCGA-CU-A5W6-01	0.837	2	7.61
TCGA-MH-A55Z-01	TCGA-MH-A55Z-01	0.835	1	7.289
TCGA-NJ-A4YF-01	TCGA-NJ-A4YF-01	0.834	1	7.292
TCGA-SX-A7SU-01	TCGA-SX-A7SU-01	0.833	1	7.305
TCGA-QK-A8Z7-01	TCGA-QK-A8Z7-01	0.833	1	7.17
TCGA-BC-A69H-01	TCGA-BC-A69H-01	0.833	1	6.543
TCGA-NG-A4VU-01	TCGA-NG-A4VU-01	0.833	1	6.099
TCGA-VF-A8A8-01	TCGA-VF-A8A8-01	0.832	1	7.104
TCGA-B9-A5W7-01	TCGA-B9-A5W7-01	0.832	1	6.197
TCGA-A8-A097-01	TCGA-A8-A097-01	0.832	1	5.828
TCGA-EW-A6SD-01	TCGA-EW-A6SD-01	0.831	2	6.236
TCGA-LN-A4A9-01	TCGA-LN-A4A9-01	0.831	1	7.057
TCGA-AC-A7VB-01	TCGA-AC-A7VB-01	0.831	1	6.727
TCGA-B6-A0I2-01	TCGA-B6-A0I2-01	0.83	1	6.615
TCGA-WB-A81W-01	TCGA-WB-A81W-01	0.83	1	6.33
TCGA-DA-A95X-06	TCGA-DA-A95X-06	0.829	1	6.857
TCGA-43-2578-01	TCGA-43-2578-01	0.828	1	6.607
TCGA-05-4250-01	TCGA-05-4250-01	0.828	1	6.473
TCGA-PJ-A5Z9-01	TCGA-PJ-A5Z9-01	0.826	1	6.476
TCGA-36-1574-01	TCGA-36-1574-01	0.826	1	6.221
TCGA-DB-A4XF-01	TCGA-DB-A4XF-01	0.825	2	5.958
TCGA-29-1704-01	TCGA-29-1704-01	0.825	1	
TCGA-G3-AAUZ-01	TCGA-G3-AAUZ-01	0.824	1	5.815
TCGA-B6-A0RI-01	TCGA-B6-A0RI-01	0.824	1	5.797
TCGA-A4-8516-01	TCGA-A4-8516-01	0.823	1	6.438
TCGA-G3-A25U-01	TCGA-G3-A25U-01	0.822	1	5.242
TCGA-4N-A93T-01	TCGA-4N-A93T-01	0.821	1	7.737
TCGA-D1-A0ZP-01	TCGA-D1-A0ZP-01	0.821	1	
TCGA-DB-A4XB-01	TCGA-DB-A4XB-01	0.819	2	6.267
TCGA-BC-A10U-01	TCGA-BC-A10U-01	0.819	1	6.335
TCGA-AR-A24L-01	TCGA-AR-A24L-01	0.818	2	5.658
TCGA-86-A4D0-01	TCGA-86-A4D0-01	0.818	1	6.667
TCGA-BQ-5893-01	TCGA-BQ-5893-01	0.818	1	6.638
TCGA-DU-7013-01	TCGA-DU-7013-01	0.818	1	5.46
TCGA-E2-A15T-01	TCGA-E2-A15T-01	0.817	1	5.788
TCGA-5P-A9K4-01	TCGA-5P-A9K4-01	0.816	1	6.846
TCGA-RC-A6M6-01	TCGA-RC-A6M6-01	0.816	1	6.284
TCGA-GL-6846-01	TCGA-GL-6846-01	0.816	1	6.152
TCGA-D8-A1JT-01	TCGA-D8-A1JT-01	0.816	1	5.652
TCGA-P4-AAVL-01	TCGA-P4-AAVL-01	0.815	1	7.393
TCGA-ZJ-AB0I-01	TCGA-ZJ-AB0I-01	0.815	1	7.072
TCGA-12-1098-01	TCGA-12-1098-01	0.815	1	
TCGA-XM-A8RG-01	TCGA-XM-A8RG-01	0.814	1	6.922
TCGA-44-7670-01	TCGA-44-7670-01	0.813	1	5.809
TCGA-A4-A5Y0-01	TCGA-A4-A5Y0-01	0.812	1	6.07
TCGA-N8-A4PN-01	TCGA-N8-A4PN-01	0.811	1	6.153
TCGA-DU-7304-01	TCGA-DU-7304-01	0.811	1	
TCGA-VQ-A922-01	TCGA-VQ-A922-01	0.81	2	6.429
TCGA-13-1477-01	TCGA-13-1477-01	0.81	1	6.429
TCGA-DK-AA76-01	TCGA-DK-AA76-01	0.809	1	6.987
TCGA-G7-A8LE-01	TCGA-G7-A8LE-01	0.808	1	6.402
TCGA-WB-A81D-01	TCGA-WB-A81D-01	0.807	2	5.977
TCGA-DW-5560-01	TCGA-DW-5560-01	0.807	1	8.41
TCGA-GV-A3QH-01	TCGA-GV-A3QH-01	0.806	1	7.237
TCGA-A4-8098-01	TCGA-A4-8098-01	0.805	1	6.918
TCGA-IZ-A6M9-01	TCGA-IZ-A6M9-01	0.804	1	7.451
TCGA-UZ-A9PL-01	TCGA-UZ-A9PL-01	0.804	1	7.323
TCGA-AA-3975-01	TCGA-AA-3975-01	0.803	1	
TCGA-44-3918-01	TCGA-44-3918-01	0.802	2	5.816
TCGA-5P-A9K9-01	TCGA-5P-A9K9-01	0.802	1	6.528
TCGA-AL-3472-01	TCGA-AL-3472-01	0.801	1	7.562
TCGA-GL-A59R-01	TCGA-GL-A59R-01	0.8	1	7.035
TCGA-55-7911-01	TCGA-55-7911-01	0.8	1	6.816
TCGA-29-2432-01	TCGA-29-2432-01	0.8	1	
TCGA-DK-AA6W-01	TCGA-DK-AA6W-01	0.799	1	7.153
TCGA-HE-A5NI-01	TCGA-HE-A5NI-01	0.799	1	7.13
TCGA-CF-A9FH-01	TCGA-CF-A9FH-01	0.798	1	7.582
TCGA-FJ-A3ZE-01	TCGA-FJ-A3ZE-01	0.798	1	6.838
TCGA-SX-A71S-01	TCGA-SX-A71S-01	0.798	1	6.371
TCGA-AA-A01G-01	TCGA-AA-A01G-01	0.798	1	
TCGA-AX-A1C4-01	TCGA-AX-A1C4-01	0.798	1	
TCGA-UC-A7PI-01	TCGA-UC-A7PI-01	0.797	1	6.567
TCGA-B9-4617-01	TCGA-B9-4617-01	0.797	1	6.137
TCGA-DD-AAEE-01	TCGA-DD-AAEE-01	0.797	1	5.966
TCGA-A4-7288-01	TCGA-A4-7288-01	0.797	1	5.565
TCGA-FI-A3PX-01	TCGA-FI-A3PX-01	0.796	1	6.487
TCGA-P4-A5E7-01	TCGA-P4-A5E7-01	0.796	1	6.373
TCGA-78-7145-01	TCGA-78-7145-01	0.796	1	6.282
TCGA-2Z-A9J7-01	TCGA-2Z-A9J7-01	0.795	1	7.008
TCGA-2Z-A9JE-01	TCGA-2Z-A9JE-01	0.795	1	6.891
TCGA-80-5611-01	TCGA-80-5611-01	0.795	1	6.655
TCGA-ZB-A96L-01	TCGA-ZB-A96L-01	0.794	1	6.842
TCGA-IK-7675-01	TCGA-IK-7675-01	0.794	1	6.212
TCGA-FD-A5C0-01	TCGA-FD-A5C0-01	0.793	1	7.163
TCGA-CC-A8HU-01	TCGA-CC-A8HU-01	0.792	1	6.949
TCGA-A2-A0CT-01	TCGA-A2-A0CT-01	0.792	1	5.389
TCGA-E9-A22B-01	TCGA-E9-A22B-01	0.791	2	6.25
TCGA-59-2363-01	TCGA-59-2363-01	0.791	1	6.882
TCGA-2Z-A9J6-01	TCGA-2Z-A9J6-01	0.791	1	6.776
TCGA-55-7907-01	TCGA-55-7907-01	0.79	1	6.261
TCGA-B9-5155-01	TCGA-B9-5155-01	0.79	1	5.939
TCGA-DD-AADW-01	TCGA-DD-AADW-01	0.787	2	5.876
TCGA-BC-A10Y-01	TCGA-BC-A10Y-01	0.787	1	6.268
TCGA-2Z-A9JQ-01	TCGA-2Z-A9JQ-01	0.786	1	7.17
TCGA-DW-7836-01	TCGA-DW-7836-01	0.786	1	6.545
TCGA-B7-5818-01	TCGA-B7-5818-01	0.786	1	5.966
TCGA-IZ-8196-01	TCGA-IZ-8196-01	0.786	1	5.908
TCGA-A4-8515-01	TCGA-A4-8515-01	0.786	1	5.862
TCGA-3N-A9WB-06	TCGA-3N-A9WB-06	0.785	1	6.793
TCGA-34-5240-01	TCGA-34-5240-01	0.785	1	5.561
TCGA-44-7669-01	TCGA-44-7669-01	0.782	1	6.265
TCGA-02-0106-01	TCGA-02-0106-01	0.782	1	
TCGA-AN-A04D-01	TCGA-AN-A04D-01	0.781	1	6.619
TCGA-BC-A10W-01	TCGA-BC-A10W-01	0.781	1	5.542
TCGA-C8-A9FZ-01	TCGA-C8-A9FZ-01	0.78	2	
TCGA-KV-A6GE-01	TCGA-KV-A6GE-01	0.78	1	7.184
TCGA-VS-A8EC-01	TCGA-VS-A8EC-01	0.78	1	6.737
TCGA-C5-A7CK-01	TCGA-C5-A7CK-01	0.779	1	6.679
TCGA-ET-A3DS-01	TCGA-ET-A3DS-01	0.779	1	5.578
TCGA-BP-4756-01	TCGA-BP-4756-01	0.779	1	5.536
TCGA-09-2045-01	TCGA-09-2045-01	0.778	1	6.693
TCGA-ER-A19F-06	TCGA-ER-A19F-06	0.778	1	6.457
TCGA-HS-A5N8-01	TCGA-HS-A5N8-01	0.777	1	6.809
TCGA-ND-A4WF-01	TCGA-ND-A4WF-01	0.777	1	6.587
TCGA-DW-5561-01	TCGA-DW-5561-01	0.776	1	7.358
TCGA-ER-A3EV-06	TCGA-ER-A3EV-06	0.775	1	7.244
TCGA-99-8025-01	TCGA-99-8025-01	0.775	1	7.106
TCGA-CR-6473-01	TCGA-CR-6473-01	0.775	1	6.341
TCGA-G3-A5SJ-01	TCGA-G3-A5SJ-01	0.775	1	6.164
TCGA-VQ-A8DU-01	TCGA-VQ-A8DU-01	0.775	1	6.145
TCGA-EE-A2MT-06	TCGA-EE-A2MT-06	0.774	1	7.063
TCGA-NH-A6GB-01	TCGA-NH-A6GB-01	0.774	1	6.901
TCGA-DD-AADU-01	TCGA-DD-AADU-01	0.774	1	6.543
TCGA-14-1453-01	TCGA-14-1453-01	0.774	1	
TCGA-BQ-5880-01	TCGA-BQ-5880-01	0.773	2	6.416
TCGA-5P-A9JY-01	TCGA-5P-A9JY-01	0.773	1	7.112
TCGA-86-8279-01	TCGA-86-8279-01	0.773	1	6.927
TCGA-09-1668-01	TCGA-09-1668-01	0.773	1	6.151
TCGA-MH-A562-01	TCGA-MH-A562-01	0.771	1	7.522
TCGA-LG-A6GG-01	TCGA-LG-A6GG-01	0.769	2	5.07
TCGA-13-1498-01	TCGA-13-1498-01	0.768	2	6.472
TCGA-05-4389-01	TCGA-05-4389-01	0.768	2	6.032
TCGA-13-0794-01	TCGA-13-0794-01	0.768	2	
TCGA-2G-AALW-01	TCGA-2G-AALW-01	0.768	1	6.388
TCGA-A4-A4ZT-01	TCGA-A4-A4ZT-01	0.768	1	6.324
TCGA-UZ-A9PR-01	TCGA-UZ-A9PR-01	0.767	1	6.354
TCGA-AB-2855-03	TCGA-AB-2855-03	0.766	1	6.644
TCGA-DC-6682-01	TCGA-DC-6682-01	0.766	1	5.878
TCGA-DD-AADE-01	TCGA-DD-AADE-01	0.766	1	
TCGA-F9-A7VF-01	TCGA-F9-A7VF-01	0.765	1	7.345
TCGA-K4-A5RI-01	TCGA-K4-A5RI-01	0.765	1	7.091
TCGA-SX-A7SL-01	TCGA-SX-A7SL-01	0.765	1	6.958
TCGA-B0-5109-01	TCGA-B0-5109-01	0.764	2	7.364
TCGA-HE-A5NH-01	TCGA-HE-A5NH-01	0.764	1	6.294
TCGA-BB-7862-01	TCGA-BB-7862-01	0.763	1	6.269
TCGA-BQ-5875-01	TCGA-BQ-5875-01	0.762	1	5.619
TCGA-UZ-A9PU-01	TCGA-UZ-A9PU-01	0.761	1	6.444
TCGA-09-1662-01	TCGA-09-1662-01	0.761	1	6.431
TCGA-EJ-A46G-01	TCGA-EJ-A46G-01	0.76	1	6.755
TCGA-AN-A0XT-01	TCGA-AN-A0XT-01	0.76	1	6.453
TCGA-CM-6675-01	TCGA-CM-6675-01	0.759	1	6.705
TCGA-CG-5732-01	TCGA-CG-5732-01	0.759	1	5.676
TCGA-24-1467-01	TCGA-24-1467-01	0.758	2	6.609
TCGA-67-6215-01	TCGA-67-6215-01	0.758	1	6.002
TCGA-AR-A1AK-01	TCGA-AR-A1AK-01	0.758	1	5.88
TCGA-BQ-7058-01	TCGA-BQ-7058-01	0.757	1	6.37
TCGA-33-4582-01	TCGA-33-4582-01	0.757	1	6.228
TCGA-BH-A0B3-01	TCGA-BH-A0B3-01	0.756	2	6.406
TCGA-TQ-A7RM-01	TCGA-TQ-A7RM-01	0.755	1	6.47
TCGA-AL-3468-01	TCGA-AL-3468-01	0.755	1	6.166
TCGA-43-5668-01	TCGA-43-5668-01	0.754	2	5.901
TCGA-HQ-A2OE-01	TCGA-HQ-A2OE-01	0.754	1	6.597
TCGA-DA-A3F3-06	TCGA-DA-A3F3-06	0.754	1	5.97
TCGA-AG-3575-01	TCGA-AG-3575-01	0.754	1	
TCGA-FI-A2F9-01	TCGA-FI-A2F9-01	0.753	1	
TCGA-56-7579-01	TCGA-56-7579-01	0.752	2	6.76
TCGA-A6-6652-01	TCGA-A6-6652-01	0.752	1	6.438
TCGA-DK-A1AE-01	TCGA-DK-A1AE-01	0.752	1	6.233
TCGA-Y8-A8S0-01	TCGA-Y8-A8S0-01	0.752	1	6.167
TCGA-BC-A10Z-01	TCGA-BC-A10Z-01	0.752	1	5.83
TCGA-D5-6532-01	TCGA-D5-6532-01	0.751	1	6.464
TCGA-IE-A6BZ-01	TCGA-IE-A6BZ-01	0.751	1	5.601
TCGA-A4-8517-01	TCGA-A4-8517-01	0.75	1	5.717
TCGA-27-1835-01	TCGA-27-1835-01	0.749	1	6.407
TCGA-EE-A184-06	TCGA-EE-A184-06	0.749	1	6.33
TCGA-36-1570-01	TCGA-36-1570-01	0.748	1	6.393
TCGA-YS-A95B-01	TCGA-YS-A95B-01	0.748	1	6.221
TCGA-2Z-A9JP-01	TCGA-2Z-A9JP-01	0.747	1	6.519
TCGA-66-2795-01	TCGA-66-2795-01	0.747	1	5.395
TCGA-MH-A560-01	TCGA-MH-A560-01	0.745	1	6.395
TCGA-F6-A8O4-01	TCGA-F6-A8O4-01	0.745	1	6.346
TCGA-FD-A5BZ-01	TCGA-FD-A5BZ-01	0.744	1	6.566
TCGA-A1-A0SO-01	TCGA-A1-A0SO-01	0.744	1	6.052
TCGA-A4-8311-01	TCGA-A4-8311-01	0.743	1	6.581
TCGA-A4-A6HP-01	TCGA-A4-A6HP-01	0.742	1	7.367
TCGA-33-AASJ-01	TCGA-33-AASJ-01	0.742	1	6.791
TCGA-D5-5541-01	TCGA-D5-5541-01	0.742	1	6.186
TCGA-A4-8630-01	TCGA-A4-8630-01	0.742	1	5.861
TCGA-DZ-6131-01	TCGA-DZ-6131-01	0.741	2	6.51
TCGA-XJ-A9DX-01	TCGA-XJ-A9DX-01	0.74	2	6.87
TCGA-AQ-A54O-01	TCGA-AQ-A54O-01	0.74	1	7.377
TCGA-B9-A8YH-01	TCGA-B9-A8YH-01	0.74	1	6.469
TCGA-EW-A1OX-01	TCGA-EW-A1OX-01	0.74	1	5.819
TCGA-L5-A8NN-01	TCGA-L5-A8NN-01	0.738	1	5.872
TCGA-2G-AAGI-01	TCGA-2G-AAGI-01	0.738	1	5.653
TCGA-A4-7732-01	TCGA-A4-7732-01	0.737	1	6.838
TCGA-O9-A75Z-01	TCGA-O9-A75Z-01	0.737	1	6.599
TCGA-SX-A71R-01	TCGA-SX-A71R-01	0.736	1	7.389
TCGA-4Z-AA82-01	TCGA-4Z-AA82-01	0.736	1	6.965
TCGA-38-4629-01	TCGA-38-4629-01	0.736	1	6.128
TCGA-CS-4938-01	TCGA-CS-4938-01	0.736	1	5.983
TCGA-BQ-5892-01	TCGA-BQ-5892-01	0.736	1	5.888
TCGA-36-2544-01	TCGA-36-2544-01	0.735	2	
TCGA-XF-A9ST-01	TCGA-XF-A9ST-01	0.735	1	6.99
TCGA-25-1320-01	TCGA-25-1320-01	0.735	1	6.239
TCGA-GL-A9DC-01	TCGA-GL-A9DC-01	0.735	1	6.162
TCGA-DD-A11A-01	TCGA-DD-A11A-01	0.735	1	5.955
TCGA-18-3416-01	TCGA-18-3416-01	0.734	2	6.152
TCGA-AR-A24Q-01	TCGA-AR-A24Q-01	0.734	2	5.615
TCGA-VM-A8CH-01	TCGA-VM-A8CH-01	0.734	1	6.072
TCGA-FG-A60J-01	TCGA-FG-A60J-01	0.733	2	6.12
TCGA-MH-A561-01	TCGA-MH-A561-01	0.733	1	6.776
TCGA-D3-A2JD-06	TCGA-D3-A2JD-06	0.733	1	6.661
TCGA-A2-A0YM-01	TCGA-A2-A0YM-01	0.733	1	5.823
TCGA-78-8660-01	TCGA-78-8660-01	0.732	2	7.607
TCGA-2G-AALX-01	TCGA-2G-AALX-01	0.732	1	6.157
TCGA-AA-3812-01	TCGA-AA-3812-01	0.732	1	
TCGA-NC-A5HL-01	TCGA-NC-A5HL-01	0.731	1	6.74
TCGA-B3-A6W5-01	TCGA-B3-A6W5-01	0.731	1	6.125
TCGA-30-1866-01	TCGA-30-1866-01	0.731	1	6.051
TCGA-A8-A06U-01	TCGA-A8-A06U-01	0.73	1	6.015
TCGA-E9-A1RI-01	TCGA-E9-A1RI-01	0.73	1	5.852
TCGA-3A-A9IV-01	TCGA-3A-A9IV-01	0.73	1	5.122
TCGA-XU-A933-01	TCGA-XU-A933-01	0.729	1	6.931
TCGA-06-0747-01	TCGA-06-0747-01	0.729	1	6.632
TCGA-13-0760-01	TCGA-13-0760-01	0.728	1	6.695
TCGA-EA-A3HQ-01	TCGA-EA-A3HQ-01	0.728	1	6.224
TCGA-12-5301-01	TCGA-12-5301-01	0.728	1	
TCGA-RN-AAAQ-01	TCGA-RN-AAAQ-01	0.727	1	7.366
TCGA-XE-AAOC-01	TCGA-XE-AAOC-01	0.727	1	6.542
TCGA-D8-A1JL-01	TCGA-D8-A1JL-01	0.727	1	6.028
TCGA-A8-A086-01	TCGA-A8-A086-01	0.727	1	5.525
TCGA-85-A4CL-01	TCGA-85-A4CL-01	0.726	1	7.71
TCGA-UZ-A9Q0-01	TCGA-UZ-A9Q0-01	0.726	1	7.052
TCGA-2Z-A9JD-01	TCGA-2Z-A9JD-01	0.726	1	5.631
TCGA-C8-A1HN-01	TCGA-C8-A1HN-01	0.725	1	6.06
TCGA-3B-A9HQ-01	TCGA-3B-A9HQ-01	0.725	1	5.781
TCGA-BH-A1F2-01	TCGA-BH-A1F2-01	0.725	1	5.594
TCGA-LL-A9Q3-01	TCGA-LL-A9Q3-01	0.723	1	6.716
TCGA-22-4591-01	TCGA-22-4591-01	0.723	1	5.58
TCGA-VR-A8EY-01	TCGA-VR-A8EY-01	0.722	1	6.637
TCGA-EY-A1GM-01	TCGA-EY-A1GM-01	0.722	1	
TCGA-DW-7840-01	TCGA-DW-7840-01	0.721	1	6.826
TCGA-5P-A9JZ-01	TCGA-5P-A9JZ-01	0.721	1	6.539
TCGA-SX-A7SS-01	TCGA-SX-A7SS-01	0.721	1	6.497
TCGA-LG-A9QC-01	TCGA-LG-A9QC-01	0.721	1	6.017
TCGA-BH-A18S-01	TCGA-BH-A18S-01	0.721	1	5.682
TCGA-NC-A5HQ-01	TCGA-NC-A5HQ-01	0.72	1	7.175
TCGA-EV-5901-01	TCGA-EV-5901-01	0.72	1	6.445
TCGA-GV-A3JV-01	TCGA-GV-A3JV-01	0.719	1	7.014
TCGA-D3-A3MO-06	TCGA-D3-A3MO-06	0.718	1	6.769
TCGA-EE-A3J5-06	TCGA-EE-A3J5-06	0.718	1	6.675
TCGA-HE-A5NF-01	TCGA-HE-A5NF-01	0.718	1	6.087
TCGA-XF-AAN0-01	TCGA-XF-AAN0-01	0.717	2	7.04
TCGA-A8-A07L-01	TCGA-A8-A07L-01	0.717	2	6.318
TCGA-G3-AAV6-01	TCGA-G3-AAV6-01	0.717	1	6.774
TCGA-23-1119-01	TCGA-23-1119-01	0.717	1	6.318
TCGA-30-1862-01	TCGA-30-1862-01	0.717	1	6.163
TCGA-DD-A4NP-01	TCGA-DD-A4NP-01	0.717	1	5.286
TCGA-XF-A9T6-01	TCGA-XF-A9T6-01	0.716	1	7.929
TCGA-50-5944-01	TCGA-50-5944-01	0.715	1	5.557
TCGA-DD-A116-01	TCGA-DD-A116-01	0.714	1	7.345
TCGA-EO-A3AS-01	TCGA-EO-A3AS-01	0.713	1	6.844
TCGA-AN-A0FL-01	TCGA-AN-A0FL-01	0.713	1	6.053
TCGA-EM-A3OB-01	TCGA-EM-A3OB-01	0.712	2	5.734
TCGA-UZ-A9PX-01	TCGA-UZ-A9PX-01	0.712	1	6.432
TCGA-FS-A1ZP-06	TCGA-FS-A1ZP-06	0.711	1	6.705
TCGA-EK-A3GK-01	TCGA-EK-A3GK-01	0.711	1	6.127
TCGA-V5-AASV-01	TCGA-V5-AASV-01	0.71	1	6.982
TCGA-EE-A185-06	TCGA-EE-A185-06	0.71	1	6.503
TCGA-A7-A3J0-01	TCGA-A7-A3J0-01	0.71	1	5.789
TCGA-ED-A7XP-01	TCGA-ED-A7XP-01	0.709	1	6.278
TCGA-A2-A0SW-01	TCGA-A2-A0SW-01	0.709	1	6.273
TCGA-B1-A47N-01	TCGA-B1-A47N-01	0.708	1	7.607
TCGA-C5-A1M6-01	TCGA-C5-A1M6-01	0.708	1	7.069
TCGA-E2-A14R-01	TCGA-E2-A14R-01	0.707	1	6.203
TCGA-A4-7734-01	TCGA-A4-7734-01	0.707	1	6.019
TCGA-L4-A4E5-01	TCGA-L4-A4E5-01	0.706	1	7.496
TCGA-SX-A7SN-01	TCGA-SX-A7SN-01	0.706	1	6.791
TCGA-DA-A1IC-06	TCGA-DA-A1IC-06	0.706	1	6.317
TCGA-DD-A1EA-01	TCGA-DD-A1EA-01	0.706	1	6.173
TCGA-AG-4007-01	TCGA-AG-4007-01	0.706	1	
TCGA-5P-A9K0-01	TCGA-5P-A9K0-01	0.705	1	6.247
TCGA-ZP-A9CZ-01	TCGA-ZP-A9CZ-01	0.705	1	5.819
TCGA-AN-A049-01	TCGA-AN-A049-01	0.704	1	6.187
TCGA-AR-A251-01	TCGA-AR-A251-01	0.704	1	6.164
TCGA-39-5019-01	TCGA-39-5019-01	0.704	1	5.926
TCGA-AX-A1CN-01	TCGA-AX-A1CN-01	0.703	2	
TCGA-77-A5G3-01	TCGA-77-A5G3-01	0.703	1	6.275
TCGA-AX-A2IO-01	TCGA-AX-A2IO-01	0.702	2	
TCGA-Y8-A895-01	TCGA-Y8-A895-01	0.702	1	7.04
TCGA-VS-A8EJ-01	TCGA-VS-A8EJ-01	0.702	1	5.837
TCGA-DD-AADG-01	TCGA-DD-AADG-01	0.701	1	5.805
TCGA-AO-A0JB-01	TCGA-AO-A0JB-01	0.7	2	6.756
TCGA-2G-AAM4-01	TCGA-2G-AAM4-01	0.7	1	6.544
TCGA-A4-A57E-01	TCGA-A4-A57E-01	0.699	1	6.631
TCGA-WB-A820-01	TCGA-WB-A820-01	0.698	1	6.521
TCGA-UB-A7MA-01	TCGA-UB-A7MA-01	0.698	1	6.349
TCGA-A4-A5XZ-01	TCGA-A4-A5XZ-01	0.698	1	5.51
TCGA-04-1342-01	TCGA-04-1342-01	0.698	1	
TCGA-AG-3601-01	TCGA-AG-3601-01	0.698	1	
TCGA-FD-A3B4-01	TCGA-FD-A3B4-01	0.697	1	6.911
TCGA-HD-7832-01	TCGA-HD-7832-01	0.696	1	6.461
TCGA-B3-4103-01	TCGA-B3-4103-01	0.696	1	5.957
TCGA-85-8352-01	TCGA-85-8352-01	0.695	1	7.379
TCGA-HD-A634-01	TCGA-HD-A634-01	0.695	1	6.446
TCGA-G3-A3CJ-01	TCGA-G3-A3CJ-01	0.695	1	6.116
TCGA-AA-A00Z-01	TCGA-AA-A00Z-01	0.695	1	
TCGA-AG-3609-01	TCGA-AG-3609-01	0.695	1	
TCGA-EM-A3AI-01	TCGA-EM-A3AI-01	0.694	1	6.066
TCGA-FR-A8YC-06	TCGA-FR-A8YC-06	0.693	1	6.547
TCGA-FV-A2QR-01	TCGA-FV-A2QR-01	0.693	1	6.11
TCGA-64-5774-01	TCGA-64-5774-01	0.693	1	5.924
TCGA-VS-A94X-01	TCGA-VS-A94X-01	0.691	1	6.605
TCGA-ZH-A8Y2-01	TCGA-ZH-A8Y2-01	0.691	1	6.45
TCGA-SX-A7SR-01	TCGA-SX-A7SR-01	0.691	1	6.254
TCGA-B6-A0X1-01	TCGA-B6-A0X1-01	0.691	1	6.231
TCGA-13-0889-01	TCGA-13-0889-01	0.691	1	
TCGA-AP-A052-01	TCGA-AP-A052-01	0.69	2	
TCGA-13-0751-01	TCGA-13-0751-01	0.69	1	
TCGA-AG-A014-01	TCGA-AG-A014-01	0.69	1	
TCGA-5P-A9K2-01	TCGA-5P-A9K2-01	0.689	1	7.014
TCGA-UZ-A9PZ-01	TCGA-UZ-A9PZ-01	0.689	1	6.954
TCGA-77-A5GF-01	TCGA-77-A5GF-01	0.689	1	6.59
TCGA-3H-AB3K-01	TCGA-3H-AB3K-01	0.689	1	6.543
TCGA-61-1900-01	TCGA-61-1900-01	0.689	1	6.342
TCGA-UZ-A9PK-01	TCGA-UZ-A9PK-01	0.689	1	6.266
TCGA-JW-A69B-01	TCGA-JW-A69B-01	0.688	1	6.613
TCGA-A2-A25B-01	TCGA-A2-A25B-01	0.688	1	6.073
TCGA-DD-A3A3-01	TCGA-DD-A3A3-01	0.688	1	6.071
TCGA-AB-2933-03	TCGA-AB-2933-03	0.688	1	5.347
TCGA-B6-A1KC-01	TCGA-B6-A1KC-01	0.688	1	5.323
TCGA-F9-A8NY-01	TCGA-F9-A8NY-01	0.687	1	6.645
TCGA-GN-A26D-06	TCGA-GN-A26D-06	0.687	1	6.485
TCGA-AA-3496-01	TCGA-AA-3496-01	0.685	1	6.148
