sample	samples	HGS	HGS	ENSG00000185359.12
TCGA-E9-A1RH-11	TCGA-E9-A1RH-11			4.774
TCGA-EL-A3H1-11	TCGA-EL-A3H1-11			4.773
TCGA-92-7340-11	TCGA-92-7340-11			4.772
TCGA-E2-A1LS-11	TCGA-E2-A1LS-11			4.771
TCGA-BH-A18P-11	TCGA-BH-A18P-11			4.769
TCGA-BQ-5877-11	TCGA-BQ-5877-11			4.767
TCGA-CJ-5676-11	TCGA-CJ-5676-11			4.763
TCGA-DD-A3A6-11	TCGA-DD-A3A6-11			4.751
TCGA-DD-A4NE-01	TCGA-DD-A4NE-01			4.748
TCGA-AZ-6605-11	TCGA-AZ-6605-11			4.747
TCGA-BC-A10W-11	TCGA-BC-A10W-11			4.74
TCGA-CZ-5465-11	TCGA-CZ-5465-11			4.737
TCGA-EL-A3N2-11	TCGA-EL-A3N2-11			4.737
TCGA-CZ-5453-11	TCGA-CZ-5453-11			4.732
TCGA-DD-A1EG-11	TCGA-DD-A1EG-11			4.732
TCGA-DD-A11D-11	TCGA-DD-A11D-11			4.725
TCGA-BR-7715-11	TCGA-BR-7715-11			4.721
TCGA-BT-A20N-11	TCGA-BT-A20N-11			4.716
TCGA-33-4587-11	TCGA-33-4587-11			4.711
TCGA-B9-4115-11	TCGA-B9-4115-11			4.711
TCGA-L5-A4OG-11	TCGA-L5-A4OG-11			4.708
TCGA-IN-8663-11	TCGA-IN-8663-11			4.707
TCGA-EL-A3MW-11	TCGA-EL-A3MW-11			4.706
TCGA-W5-AA2Q-11	TCGA-W5-AA2Q-11			4.699
TCGA-B8-5552-11	TCGA-B8-5552-11			4.691
TCGA-B0-5691-11	TCGA-B0-5691-11			4.686
TCGA-BR-7851-11	TCGA-BR-7851-11			4.684
TCGA-B0-5705-11	TCGA-B0-5705-11			4.681
TCGA-BR-6457-11	TCGA-BR-6457-11			4.671
TCGA-49-4512-11	TCGA-49-4512-11			4.668
TCGA-49-6743-11	TCGA-49-6743-11			4.668
TCGA-BH-A1FG-11	TCGA-BH-A1FG-11			4.665
TCGA-AG-3732-11	TCGA-AG-3732-11			4.659
TCGA-38-4627-11	TCGA-38-4627-11			4.657
TCGA-BT-A20R-11	TCGA-BT-A20R-11			4.635
TCGA-EJ-7782-11	TCGA-EJ-7782-11			4.632
TCGA-49-4490-11	TCGA-49-4490-11			4.624
TCGA-49-6745-11	TCGA-49-6745-11			4.622
TCGA-BH-A1EV-11	TCGA-BH-A1EV-11			4.62
TCGA-WK-A8XZ-01	TCGA-WK-A8XZ-01			4.618
TCGA-BH-A0B5-11	TCGA-BH-A0B5-11			4.615
TCGA-W5-AA2U-11	TCGA-W5-AA2U-11			4.615
TCGA-BH-A1FJ-11	TCGA-BH-A1FJ-11			4.612
TCGA-38-4632-11	TCGA-38-4632-11			4.61
TCGA-CU-A0YN-11	TCGA-CU-A0YN-11			4.609
TCGA-BC-A110-11	TCGA-BC-A110-11			4.608
TCGA-A7-A0D9-11	TCGA-A7-A0D9-11			4.599
TCGA-BD-A2L6-11	TCGA-BD-A2L6-11			4.598
TCGA-HU-A4GY-11	TCGA-HU-A4GY-11			4.592
TCGA-CZ-4864-11	TCGA-CZ-4864-11			4.59
TCGA-E2-A1LS-01	TCGA-E2-A1LS-01			4.587
TCGA-CZ-5470-11	TCGA-CZ-5470-11			4.583
TCGA-K1-A42X-02	TCGA-K1-A42X-02			4.582
TCGA-ET-A3DP-11	TCGA-ET-A3DP-11			4.58
TCGA-BR-6458-11	TCGA-BR-6458-11			4.578
TCGA-CZ-5461-11	TCGA-CZ-5461-11			4.578
TCGA-CZ-5466-11	TCGA-CZ-5466-11			4.571
TCGA-E9-A1RC-11	TCGA-E9-A1RC-11			4.566
TCGA-E9-A1RF-11	TCGA-E9-A1RF-11			4.563
TCGA-CJ-5678-11	TCGA-CJ-5678-11			4.55
TCGA-CV-7097-11	TCGA-CV-7097-11			4.546
TCGA-E9-A1RI-11	TCGA-E9-A1RI-11			4.543
TCGA-CW-6090-11	TCGA-CW-6090-11			4.542
TCGA-A3-3358-11	TCGA-A3-3358-11			4.537
TCGA-B8-4619-11	TCGA-B8-4619-11			4.537
TCGA-AA-3713-11	TCGA-AA-3713-11			4.534
TCGA-BH-A1F6-11	TCGA-BH-A1F6-11			4.527
TCGA-A3-3387-11	TCGA-A3-3387-11			4.515
TCGA-BR-6852-11	TCGA-BR-6852-11			4.502
TCGA-E9-A1R7-11	TCGA-E9-A1R7-11			4.496
TCGA-CV-7183-11	TCGA-CV-7183-11			4.495
TCGA-CG-5730-11	TCGA-CG-5730-11			4.492
TCGA-BD-A3EP-11	TCGA-BD-A3EP-11			4.491
TCGA-HU-A4GN-11	TCGA-HU-A4GN-11			4.489
TCGA-BR-7717-11	TCGA-BR-7717-11			4.476
TCGA-14-0736-02	TCGA-14-0736-02			4.47
TCGA-W5-AA2R-11	TCGA-W5-AA2R-11			4.467
TCGA-DD-A3A5-11	TCGA-DD-A3A5-11			4.459
TCGA-DD-A114-11	TCGA-DD-A114-11			4.456
TCGA-KN-8432-11	TCGA-KN-8432-11			4.439
TCGA-DD-A3A3-11	TCGA-DD-A3A3-11			4.426
TCGA-CG-5728-11	TCGA-CG-5728-11			4.419
TCGA-A7-A13G-11	TCGA-A7-A13G-11			4.418
TCGA-AG-3742-11	TCGA-AG-3742-11			4.407
TCGA-W5-AA30-11	TCGA-W5-AA30-11			4.401
TCGA-V5-AASX-11	TCGA-V5-AASX-11			4.381
TCGA-CZ-5982-11	TCGA-CZ-5982-11			4.373
TCGA-HU-A4GH-11	TCGA-HU-A4GH-11			4.372
TCGA-L5-A4OJ-11	TCGA-L5-A4OJ-11			4.367
TCGA-BR-6453-11	TCGA-BR-6453-11			4.362
TCGA-G3-A5SK-01	TCGA-G3-A5SK-01			4.361
TCGA-IG-A3I8-11	TCGA-IG-A3I8-11			4.35
TCGA-CG-5733-11	TCGA-CG-5733-11			4.345
TCGA-FP-7735-11	TCGA-FP-7735-11			4.344
TCGA-CV-6933-11	TCGA-CV-6933-11			4.336
TCGA-77-7335-11	TCGA-77-7335-11			4.318
TCGA-DD-A3A8-11	TCGA-DD-A3A8-11			4.317
TCGA-E2-A15I-11	TCGA-E2-A15I-11			4.305
TCGA-FV-A23B-11	TCGA-FV-A23B-11			4.303
TCGA-HU-A4G3-11	TCGA-HU-A4G3-11			4.293
TCGA-DD-A39Z-11	TCGA-DD-A39Z-11			4.282
TCGA-EP-A12J-11	TCGA-EP-A12J-11			4.28
TCGA-DD-A113-11	TCGA-DD-A113-11			4.277
TCGA-KL-8332-11	TCGA-KL-8332-11			4.255
TCGA-DD-A39X-11	TCGA-DD-A39X-11			4.247
TCGA-B8-4622-11	TCGA-B8-4622-11			4.233
TCGA-AA-3489-11	TCGA-AA-3489-11			4.232
TCGA-L5-A4OO-11	TCGA-L5-A4OO-11			4.223
TCGA-DD-A1EH-11	TCGA-DD-A1EH-11			4.216
TCGA-DD-A1EJ-11	TCGA-DD-A1EJ-11			4.213
TCGA-EP-A3RK-11	TCGA-EP-A3RK-11			4.199
TCGA-DD-A1EE-11	TCGA-DD-A1EE-11			4.195
TCGA-G3-A3CH-11	TCGA-G3-A3CH-11			4.178
TCGA-DD-A39W-11	TCGA-DD-A39W-11			4.176
TCGA-W5-AA2I-11	TCGA-W5-AA2I-11			4.168
TCGA-FV-A3I1-11	TCGA-FV-A3I1-11			4.166
TCGA-B0-5083-01	TCGA-B0-5083-01			4.154
TCGA-DD-A1EB-11	TCGA-DD-A1EB-11			4.133
TCGA-BC-A10R-11	TCGA-BC-A10R-11			4.119
TCGA-FV-A3I0-11	TCGA-FV-A3I0-11			4.112
TCGA-HU-A4GP-11	TCGA-HU-A4GP-11			4.105
TCGA-BC-A10Y-11	TCGA-BC-A10Y-11			4.104
TCGA-AG-3725-11	TCGA-AG-3725-11			4.103
TCGA-BC-A10U-11	TCGA-BC-A10U-11			4.088
TCGA-DD-A119-11	TCGA-DD-A119-11			4.072
TCGA-DD-A11B-11	TCGA-DD-A11B-11			4.06
TCGA-14-1402-02	TCGA-14-1402-02			4.059
TCGA-DD-A39V-11	TCGA-DD-A39V-11			4.057
TCGA-HU-A4GC-11	TCGA-HU-A4GC-11			4.047
TCGA-DD-A1EL-11	TCGA-DD-A1EL-11			4.041
TCGA-DD-A11C-11	TCGA-DD-A11C-11			4.036
TCGA-BC-A216-11	TCGA-BC-A216-11			4.027
TCGA-HU-A4HB-11	TCGA-HU-A4HB-11			4.014
TCGA-CV-6939-11	TCGA-CV-6939-11			4.003
TCGA-BC-A10Q-11	TCGA-BC-A10Q-11			3.998
TCGA-W5-AA31-11	TCGA-W5-AA31-11			3.987
TCGA-ZU-A8S4-11	TCGA-ZU-A8S4-11			3.97
TCGA-W5-AA34-11	TCGA-W5-AA34-11			3.964
TCGA-DD-A3A2-11	TCGA-DD-A3A2-11			3.957
TCGA-CV-7091-11	TCGA-CV-7091-11			3.918
TCGA-BC-A10X-11	TCGA-BC-A10X-11			3.883
TCGA-DD-A116-11	TCGA-DD-A116-11			3.88
TCGA-DD-A1EI-11	TCGA-DD-A1EI-11			3.872
TCGA-DD-A11A-11	TCGA-DD-A11A-11			3.871
TCGA-L5-A4OR-11	TCGA-L5-A4OR-11			3.841
TCGA-DD-A1EC-11	TCGA-DD-A1EC-11			3.837
TCGA-BR-8060-11	TCGA-BR-8060-11			3.835
TCGA-EP-A26S-11	TCGA-EP-A26S-11			3.775
TCGA-DD-A118-11	TCGA-DD-A118-11			3.758
TCGA-L5-A43C-11	TCGA-L5-A43C-11			3.718
TCGA-BC-A10T-11	TCGA-BC-A10T-11			3.657
TCGA-GI-A2C8-11	TCGA-GI-A2C8-11			3.352
TCGA-BR-6802-11	TCGA-BR-6802-11			2.836
1e6ab7a1-592b-416a-bffe-0d62b2203c34	1e6ab7a1-592b-416a-bffe-0d62b2203c34			
461a96e2-2417-46e3-b052-ba2937278698	461a96e2-2417-46e3-b052-ba2937278698			
5b5f7e11-39e9-4b4b-bf71-71b7930ba515	5b5f7e11-39e9-4b4b-bf71-71b7930ba515			
88936116-2462-4be0-827e-dd84874cc1dc	88936116-2462-4be0-827e-dd84874cc1dc			
8fbe00a1-0cab-4197-a9cf-b3530cd07d1c	8fbe00a1-0cab-4197-a9cf-b3530cd07d1c			
9a5839a4-1363-457d-9937-429bef46ab34	9a5839a4-1363-457d-9937-429bef46ab34			
TCGA-01-0628-11	TCGA-01-0628-11			
TCGA-01-0629-11	TCGA-01-0629-11			
TCGA-01-0630-11	TCGA-01-0630-11			
TCGA-01-0631-11	TCGA-01-0631-11			
TCGA-01-0633-11	TCGA-01-0633-11			
TCGA-01-0636-11	TCGA-01-0636-11			
TCGA-01-0637-11	TCGA-01-0637-11			
TCGA-01-0638-11	TCGA-01-0638-11			
TCGA-01-0639-11	TCGA-01-0639-11			
TCGA-01-0642-11	TCGA-01-0642-11			
TCGA-02-0002-01	TCGA-02-0002-01			
TCGA-02-0004-01	TCGA-02-0004-01			
TCGA-02-0250-01	TCGA-02-0250-01			
TCGA-02-0329-01	TCGA-02-0329-01			
TCGA-02-0336-01	TCGA-02-0336-01			
TCGA-02-0439-01	TCGA-02-0439-01			
TCGA-04-1353-11	TCGA-04-1353-11			
TCGA-04-1369-01	TCGA-04-1369-01			
TCGA-04-1369-11	TCGA-04-1369-11			
TCGA-04-1370-01	TCGA-04-1370-01			
TCGA-04-1516-11	TCGA-04-1516-11			
TCGA-04-1644-11	TCGA-04-1644-11			
TCGA-05-5420-11	TCGA-05-5420-11			
TCGA-06-0131-01	TCGA-06-0131-01			
TCGA-06-0167-01	TCGA-06-0167-01			
TCGA-08-0360-01	TCGA-08-0360-01			
TCGA-08-0373-01	TCGA-08-0373-01			
TCGA-08-0385-01	TCGA-08-0385-01			
TCGA-08-0511-01	TCGA-08-0511-01			
TCGA-08-0522-01	TCGA-08-0522-01			
TCGA-12-0653-01	TCGA-12-0653-01			
TCGA-12-1601-01	TCGA-12-1601-01			
TCGA-13-0791-02	TCGA-13-0791-02			
TCGA-13-0894-01	TCGA-13-0894-01			
TCGA-13-1479-01	TCGA-13-1479-01			
TCGA-13-1817-02	TCGA-13-1817-02			
TCGA-13-1819-02	TCGA-13-1819-02			
TCGA-13-2066-01	TCGA-13-2066-01			
TCGA-14-3476-01	TCGA-14-3476-01			
TCGA-17-Z000-01	TCGA-17-Z000-01			
TCGA-17-Z001-01	TCGA-17-Z001-01			
TCGA-17-Z002-01	TCGA-17-Z002-01			
TCGA-17-Z003-01	TCGA-17-Z003-01			
TCGA-17-Z004-01	TCGA-17-Z004-01			
TCGA-17-Z005-01	TCGA-17-Z005-01			
TCGA-17-Z006-01	TCGA-17-Z006-01			
TCGA-17-Z007-01	TCGA-17-Z007-01			
TCGA-17-Z008-01	TCGA-17-Z008-01			
TCGA-17-Z009-01	TCGA-17-Z009-01			
TCGA-17-Z010-01	TCGA-17-Z010-01			
TCGA-17-Z011-01	TCGA-17-Z011-01			
TCGA-17-Z012-01	TCGA-17-Z012-01			
TCGA-17-Z013-01	TCGA-17-Z013-01			
TCGA-17-Z014-01	TCGA-17-Z014-01			
TCGA-17-Z015-01	TCGA-17-Z015-01			
TCGA-17-Z016-01	TCGA-17-Z016-01			
TCGA-17-Z017-01	TCGA-17-Z017-01			
TCGA-17-Z018-01	TCGA-17-Z018-01			
TCGA-17-Z019-01	TCGA-17-Z019-01			
TCGA-17-Z020-01	TCGA-17-Z020-01			
TCGA-17-Z021-01	TCGA-17-Z021-01			
TCGA-17-Z022-01	TCGA-17-Z022-01			
TCGA-17-Z023-01	TCGA-17-Z023-01			
TCGA-17-Z024-01	TCGA-17-Z024-01			
TCGA-17-Z025-01	TCGA-17-Z025-01			
TCGA-17-Z026-01	TCGA-17-Z026-01			
TCGA-17-Z027-01	TCGA-17-Z027-01			
TCGA-17-Z028-01	TCGA-17-Z028-01			
TCGA-17-Z029-01	TCGA-17-Z029-01			
TCGA-17-Z030-01	TCGA-17-Z030-01			
TCGA-17-Z031-01	TCGA-17-Z031-01			
TCGA-17-Z032-01	TCGA-17-Z032-01			
TCGA-17-Z033-01	TCGA-17-Z033-01			
TCGA-17-Z034-01	TCGA-17-Z034-01			
TCGA-17-Z035-01	TCGA-17-Z035-01			
TCGA-17-Z036-01	TCGA-17-Z036-01			
TCGA-17-Z037-01	TCGA-17-Z037-01			
TCGA-17-Z038-01	TCGA-17-Z038-01			
TCGA-17-Z039-01	TCGA-17-Z039-01			
TCGA-17-Z040-01	TCGA-17-Z040-01			
TCGA-17-Z041-01	TCGA-17-Z041-01			
TCGA-17-Z042-01	TCGA-17-Z042-01			
TCGA-17-Z043-01	TCGA-17-Z043-01			
TCGA-17-Z044-01	TCGA-17-Z044-01			
TCGA-17-Z045-01	TCGA-17-Z045-01			
TCGA-17-Z046-01	TCGA-17-Z046-01			
TCGA-17-Z047-01	TCGA-17-Z047-01			
TCGA-17-Z048-01	TCGA-17-Z048-01			
TCGA-17-Z049-01	TCGA-17-Z049-01			
TCGA-17-Z050-01	TCGA-17-Z050-01			
TCGA-17-Z051-01	TCGA-17-Z051-01			
TCGA-17-Z052-01	TCGA-17-Z052-01			
TCGA-17-Z053-01	TCGA-17-Z053-01			
TCGA-17-Z054-01	TCGA-17-Z054-01			
TCGA-17-Z055-01	TCGA-17-Z055-01			
TCGA-17-Z056-01	TCGA-17-Z056-01			
TCGA-17-Z057-01	TCGA-17-Z057-01			
TCGA-17-Z058-01	TCGA-17-Z058-01			
TCGA-17-Z059-01	TCGA-17-Z059-01			
TCGA-17-Z060-01	TCGA-17-Z060-01			
TCGA-17-Z061-01	TCGA-17-Z061-01			
TCGA-17-Z062-01	TCGA-17-Z062-01			
TCGA-18-3406-11	TCGA-18-3406-11			
TCGA-18-3407-11	TCGA-18-3407-11			
TCGA-18-3408-11	TCGA-18-3408-11			
TCGA-18-3409-11	TCGA-18-3409-11			
TCGA-18-3410-11	TCGA-18-3410-11			
TCGA-18-3411-11	TCGA-18-3411-11			
TCGA-18-3412-11	TCGA-18-3412-11			
TCGA-18-3414-11	TCGA-18-3414-11			
TCGA-18-3415-11	TCGA-18-3415-11			
TCGA-18-3416-11	TCGA-18-3416-11			
TCGA-18-3417-11	TCGA-18-3417-11			
TCGA-18-3419-11	TCGA-18-3419-11			
TCGA-18-3421-11	TCGA-18-3421-11			
TCGA-18-4721-11	TCGA-18-4721-11			
TCGA-18-5592-11	TCGA-18-5592-11			
TCGA-18-5595-11	TCGA-18-5595-11			
TCGA-19-1788-01	TCGA-19-1788-01			
TCGA-19-1790-01	TCGA-19-1790-01			
TCGA-19-4068-01	TCGA-19-4068-01			
TCGA-22-4599-11	TCGA-22-4599-11			
TCGA-22-4601-11	TCGA-22-4601-11			
TCGA-22-4613-11	TCGA-22-4613-11			
TCGA-22-5473-11	TCGA-22-5473-11			
TCGA-22-5474-11	TCGA-22-5474-11			
TCGA-22-5477-11	TCGA-22-5477-11			
TCGA-22-5480-11	TCGA-22-5480-11			
TCGA-22-5485-11	TCGA-22-5485-11			
TCGA-22-5492-11	TCGA-22-5492-11			
TCGA-23-2647-01	TCGA-23-2647-01			
TCGA-23-2649-01	TCGA-23-2649-01			
TCGA-24-0981-01	TCGA-24-0981-01			
TCGA-24-1852-02	TCGA-24-1852-02			
TCGA-25-1325-01	TCGA-25-1325-01			
TCGA-25-2390-01	TCGA-25-2390-01			
TCGA-28-1745-01	TCGA-28-1745-01			
TCGA-28-1760-01	TCGA-28-1760-01			
TCGA-28-2512-01	TCGA-28-2512-01			
TCGA-29-1692-02	TCGA-29-1692-02			
TCGA-29-1704-02	TCGA-29-1704-02			
TCGA-29-1710-02	TCGA-29-1710-02			
TCGA-29-2435-01	TCGA-29-2435-01			
TCGA-2Z-A9JC-01	TCGA-2Z-A9JC-01			
TCGA-30-1869-01	TCGA-30-1869-01			
TCGA-32-2498-01	TCGA-32-2498-01			
TCGA-32-4209-01	TCGA-32-4209-01			
TCGA-33-4566-11	TCGA-33-4566-11			
TCGA-33-4579-01	TCGA-33-4579-01			
TCGA-33-4579-11	TCGA-33-4579-11			
TCGA-33-4582-11	TCGA-33-4582-11			
TCGA-33-4583-11	TCGA-33-4583-11			
TCGA-33-4586-11	TCGA-33-4586-11			
TCGA-33-4589-11	TCGA-33-4589-11			
TCGA-34-5929-11	TCGA-34-5929-11			
TCGA-34-8456-11	TCGA-34-8456-11			
TCGA-35-3621-01	TCGA-35-3621-01			
TCGA-38-4628-11	TCGA-38-4628-11			
TCGA-38-4629-11	TCGA-38-4629-11			
TCGA-38-4630-11	TCGA-38-4630-11			
TCGA-38-4631-11	TCGA-38-4631-11			
TCGA-39-5011-11	TCGA-39-5011-11			
TCGA-39-5016-11	TCGA-39-5016-11			
TCGA-39-5019-11	TCGA-39-5019-11			
TCGA-39-5021-11	TCGA-39-5021-11			
TCGA-39-5028-11	TCGA-39-5028-11			
TCGA-39-5029-11	TCGA-39-5029-11			
TCGA-39-5030-11	TCGA-39-5030-11			
TCGA-39-5031-11	TCGA-39-5031-11			
TCGA-39-5034-11	TCGA-39-5034-11			
TCGA-39-5035-11	TCGA-39-5035-11			
TCGA-39-5036-11	TCGA-39-5036-11			
TCGA-39-5037-11	TCGA-39-5037-11			
TCGA-39-5039-11	TCGA-39-5039-11			
TCGA-43-3920-11	TCGA-43-3920-11			
TCGA-43-5668-11	TCGA-43-5668-11			
TCGA-44-2656-11	TCGA-44-2656-11			
TCGA-44-2659-11	TCGA-44-2659-11			
TCGA-44-2664-01	TCGA-44-2664-01			
TCGA-44-3918-11	TCGA-44-3918-11			
TCGA-44-3919-11	TCGA-44-3919-11			
TCGA-44-4112-11	TCGA-44-4112-11			
TCGA-44-5643-11	TCGA-44-5643-11			
TCGA-44-7659-11	TCGA-44-7659-11			
TCGA-44-7660-11	TCGA-44-7660-11			
TCGA-44-7661-11	TCGA-44-7661-11			
TCGA-44-7662-11	TCGA-44-7662-11			
TCGA-44-7667-11	TCGA-44-7667-11			
TCGA-44-7669-11	TCGA-44-7669-11			
TCGA-44-7670-11	TCGA-44-7670-11			
TCGA-44-7671-11	TCGA-44-7671-11			
TCGA-44-7672-11	TCGA-44-7672-11			
TCGA-49-4486-11	TCGA-49-4486-11			
TCGA-49-4488-11	TCGA-49-4488-11			
TCGA-49-4494-11	TCGA-49-4494-11			
TCGA-49-4501-11	TCGA-49-4501-11			
TCGA-49-4505-11	TCGA-49-4505-11			
TCGA-49-4506-11	TCGA-49-4506-11			
TCGA-49-4507-11	TCGA-49-4507-11			
TCGA-49-4510-11	TCGA-49-4510-11			
TCGA-50-6591-11	TCGA-50-6591-11			
TCGA-50-6592-11	TCGA-50-6592-11			
TCGA-50-6593-11	TCGA-50-6593-11			
TCGA-50-6594-11	TCGA-50-6594-11			
TCGA-50-7109-11	TCGA-50-7109-11			
TCGA-55-1592-11	TCGA-55-1592-11			
TCGA-55-1594-11	TCGA-55-1594-11			
TCGA-55-1595-11	TCGA-55-1595-11			
TCGA-55-1596-11	TCGA-55-1596-11			
TCGA-55-7283-11	TCGA-55-7283-11			
TCGA-55-7570-11	TCGA-55-7570-11			
TCGA-55-7574-11	TCGA-55-7574-11			
TCGA-55-7576-11	TCGA-55-7576-11			
TCGA-55-7724-11	TCGA-55-7724-11			
TCGA-55-7725-11	TCGA-55-7725-11			
TCGA-55-7726-11	TCGA-55-7726-11			
TCGA-55-7903-11	TCGA-55-7903-11			
TCGA-55-7910-11	TCGA-55-7910-11			
TCGA-55-7911-11	TCGA-55-7911-11			
TCGA-55-7914-11	TCGA-55-7914-11			
TCGA-56-7579-11	TCGA-56-7579-11			
TCGA-56-8504-11	TCGA-56-8504-11			
TCGA-56-8624-11	TCGA-56-8624-11			
TCGA-56-8629-11	TCGA-56-8629-11			
TCGA-58-8393-11	TCGA-58-8393-11			
TCGA-61-1916-01	TCGA-61-1916-01			
TCGA-61-1916-02	TCGA-61-1916-02			
TCGA-61-2095-02	TCGA-61-2095-02			
TCGA-61-2610-01	TCGA-61-2610-01			
TCGA-61-2610-02	TCGA-61-2610-02			
TCGA-61-2611-02	TCGA-61-2611-02			
TCGA-66-2727-11	TCGA-66-2727-11			
TCGA-66-2734-11	TCGA-66-2734-11			
TCGA-66-2737-11	TCGA-66-2737-11			
TCGA-66-2742-11	TCGA-66-2742-11			
TCGA-66-2744-11	TCGA-66-2744-11			
TCGA-66-2753-11	TCGA-66-2753-11			
TCGA-66-2754-11	TCGA-66-2754-11			
TCGA-66-2771-11	TCGA-66-2771-11			
TCGA-66-2787-11	TCGA-66-2787-11			
TCGA-66-2788-11	TCGA-66-2788-11			
TCGA-66-2789-11	TCGA-66-2789-11			
TCGA-66-2790-11	TCGA-66-2790-11			
TCGA-66-2791-11	TCGA-66-2791-11			
TCGA-66-2792-11	TCGA-66-2792-11			
TCGA-66-2795-11	TCGA-66-2795-11			
TCGA-73-4658-11	TCGA-73-4658-11			
TCGA-73-4659-11	TCGA-73-4659-11			
TCGA-73-4662-11	TCGA-73-4662-11			
TCGA-73-4666-11	TCGA-73-4666-11			
TCGA-73-4668-11	TCGA-73-4668-11			
TCGA-73-4670-11	TCGA-73-4670-11			
TCGA-73-4675-11	TCGA-73-4675-11			
TCGA-73-4677-11	TCGA-73-4677-11			
TCGA-74-6573-11	TCGA-74-6573-11			
TCGA-77-8153-11	TCGA-77-8153-11			
TCGA-78-7163-11	TCGA-78-7163-11			
TCGA-78-7540-11	TCGA-78-7540-11			
TCGA-86-7711-11	TCGA-86-7711-11			
TCGA-86-7713-11	TCGA-86-7713-11			
TCGA-92-7341-11	TCGA-92-7341-11			
TCGA-93-7348-11	TCGA-93-7348-11			
TCGA-A3-3306-11	TCGA-A3-3306-11			
TCGA-A3-3308-11	TCGA-A3-3308-11			
TCGA-A3-3311-11	TCGA-A3-3311-11			
TCGA-A3-3313-11	TCGA-A3-3313-11			
TCGA-A3-3316-11	TCGA-A3-3316-11			
TCGA-A3-3317-11	TCGA-A3-3317-11			
TCGA-A3-3319-11	TCGA-A3-3319-11			
TCGA-A3-3320-11	TCGA-A3-3320-11			
TCGA-A3-3322-11	TCGA-A3-3322-11			
TCGA-A3-3323-11	TCGA-A3-3323-11			
TCGA-A3-3324-11	TCGA-A3-3324-11			
TCGA-A3-3325-11	TCGA-A3-3325-11			
TCGA-A3-3326-11	TCGA-A3-3326-11			
TCGA-A3-3328-11	TCGA-A3-3328-11			
TCGA-A3-3329-11	TCGA-A3-3329-11			
TCGA-A3-3331-11	TCGA-A3-3331-11			
TCGA-A3-3335-11	TCGA-A3-3335-11			
TCGA-A3-3336-11	TCGA-A3-3336-11			
TCGA-A3-3343-11	TCGA-A3-3343-11			
TCGA-A3-3346-11	TCGA-A3-3346-11			
TCGA-A3-3347-11	TCGA-A3-3347-11			
TCGA-A3-3349-11	TCGA-A3-3349-11			
TCGA-A3-3351-11	TCGA-A3-3351-11			
TCGA-A3-3352-11	TCGA-A3-3352-11			
TCGA-A3-3357-11	TCGA-A3-3357-11			
TCGA-A3-3359-11	TCGA-A3-3359-11			
TCGA-A3-3362-11	TCGA-A3-3362-11			
TCGA-A3-3363-11	TCGA-A3-3363-11			
TCGA-A3-3365-11	TCGA-A3-3365-11			
TCGA-A3-3367-11	TCGA-A3-3367-11			
TCGA-A3-3370-11	TCGA-A3-3370-11			
TCGA-A3-3372-11	TCGA-A3-3372-11			
TCGA-A3-3373-11	TCGA-A3-3373-11			
TCGA-A3-3374-11	TCGA-A3-3374-11			
TCGA-A3-3376-11	TCGA-A3-3376-11			
TCGA-A3-3378-11	TCGA-A3-3378-11			
TCGA-A3-3380-11	TCGA-A3-3380-11			
TCGA-A3-3382-11	TCGA-A3-3382-11			
TCGA-A3-3383-11	TCGA-A3-3383-11			
TCGA-A3-3385-11	TCGA-A3-3385-11			
TCGA-A4-7288-11	TCGA-A4-7288-11			
TCGA-A4-7585-11	TCGA-A4-7585-11			
TCGA-A4-7732-11	TCGA-A4-7732-11			
TCGA-A4-A5Y1-11	TCGA-A4-A5Y1-11			
TCGA-A5-A0G3-01	TCGA-A5-A0G3-01			
TCGA-A5-A0VO-01	TCGA-A5-A0VO-01			
TCGA-A6-2670-01	TCGA-A6-2670-01			
TCGA-A6-2672-11	TCGA-A6-2672-11			
TCGA-A6-2674-11	TCGA-A6-2674-11			
TCGA-A6-2676-11	TCGA-A6-2676-11			
TCGA-A6-2677-11	TCGA-A6-2677-11			
TCGA-A6-2681-11	TCGA-A6-2681-11			
TCGA-A6-3807-11	TCGA-A6-3807-11			
TCGA-A6-3808-01	TCGA-A6-3808-01			
TCGA-A6-3808-11	TCGA-A6-3808-11			
TCGA-A6-3809-11	TCGA-A6-3809-11			
TCGA-A6-3810-11	TCGA-A6-3810-11			
TCGA-A6-4107-11	TCGA-A6-4107-11			
TCGA-AA-3488-11	TCGA-AA-3488-11			
TCGA-AA-3492-11	TCGA-AA-3492-11			
TCGA-AA-3494-11	TCGA-AA-3494-11			
TCGA-AA-3495-11	TCGA-AA-3495-11			
TCGA-AA-3502-11	TCGA-AA-3502-11			
TCGA-AA-3506-11	TCGA-AA-3506-11			
TCGA-AA-3509-11	TCGA-AA-3509-11			
TCGA-AA-3510-11	TCGA-AA-3510-11			
TCGA-AA-3519-11	TCGA-AA-3519-11			
TCGA-AA-3521-11	TCGA-AA-3521-11			
TCGA-AA-3524-11	TCGA-AA-3524-11			
TCGA-AA-3526-11	TCGA-AA-3526-11			
TCGA-AA-3529-11	TCGA-AA-3529-11			
TCGA-AA-3532-11	TCGA-AA-3532-11			
TCGA-AA-3815-01	TCGA-AA-3815-01			
TCGA-AA-3861-01	TCGA-AA-3861-01			
TCGA-AA-3862-01	TCGA-AA-3862-01			
TCGA-AA-3970-01	TCGA-AA-3970-01			
