"","logFC","AveExpr","t","P.Value","adj.P.Val","B","regulate"
"Q96P63",0.858743731970367,23.3866360350646,2.14669357572353,0.0577472099400875,0.156096168272024,-4.60044565499089,"unchanged"
"P09651",-0.842354073504325,25.1614997187651,-1.87911348304964,0.0900565803765298,0.199366636557697,-5.01076899441956,"unchanged"
"P48643",0.804669699798172,18.3554670077668,1.96270407468086,0.0784772786436292,0.187994077944813,-4.88501155405436,"unchanged"
"Q9NZI8",-0.800371284486406,20.2002801473719,-1.7386974859256,0.113134399109112,0.227982840514718,-5.21613449047992,"unchanged"
"Q09028",-0.796027173054849,24.1286521086105,-1.4305515698615,0.183458817598007,0.328660931012533,-5.63526014958112,"unchanged"
"P10412",-0.785324692577365,22.6866611775827,-1.24792302000037,0.240864706945457,0.392474979337521,-5.85857498997425,"unchanged"
"Q02978",0.78443674437613,19.9296771949545,2.16401359402752,0.0560910812057663,0.155217560922853,-4.57317556135014,"unchanged"
"Q01844",-0.783596325024931,24.8202949448709,-1.78335076849966,0.10526494869669,0.219596520585537,-5.15168402763174,"unchanged"
"P47914",0.776192969537529,17.8606345061405,1.80622701709981,0.101430664980522,0.214205549070708,-5.1183472513738,"unchanged"
"P08865",0.775545635165464,18.8442855252987,1.90732586678576,0.0859809599536274,0.194666368970818,-4.96859773118332,"unchanged"
"P51532",0.769946235976203,21.9048880411504,2.12574992691626,0.0598125504593738,0.156096168272024,-4.63331885801537,"unchanged"
"Q13151",-0.769309316786035,20.5296326728608,-1.64907910215478,0.130562418710983,0.252451151046975,-5.34285901135264,"unchanged"
"O96019",0.766703030223766,20.8641491117748,1.36330891002495,0.203085058663399,0.356231168475143,-5.7198996782045,"unchanged"
"P31689",-0.764367436634696,20.5695105651335,-0.716560735589938,0.490259835245236,0.632021715316148,-6.36960748751664,"unchanged"
"Q9Y224",0.759042813474686,23.3195477885709,2.11608911036451,0.0607889220533932,0.156105951833114,-4.64844386748545,"unchanged"
"P12236",0.751198706925493,22.6468248699564,1.8836623531171,0.0893875012273203,0.199259638152568,-5.00398884967726,"unchanged"
"P68104",0.75034455841033,24.7184957899477,2.0794782201247,0.0646290862098873,0.164650291058522,-4.70553324498587,"unchanged"
"Q13136",0.746309485361905,21.3872149860025,1.75513022463822,0.110177949776258,0.223842543532778,-5.1925136120386,"unchanged"
"P22061",0.74277946174503,20.3523656538673,1.92490849837278,0.0835286867945637,0.192897183173057,-4.94217283957718,"unchanged"
"P46821",-0.742667211986632,20.594237010091,-1.90638476181921,0.0861140946849103,0.194666368970818,-4.97000905940426,"unchanged"
"Q5T750",0.740058116710788,21.4607059214344,1.64534944420596,0.131337514719143,0.252451151046975,-5.34805312974942,"unchanged"
"P35637",-0.73574523632794,26.6295916551766,-1.66785997390807,0.126721428079543,0.247407890698407,-5.31660449927,"unchanged"
"Q8NDV7",0.730587879168905,19.6216560810783,1.67007662237899,0.126274857305162,0.247407890698407,-5.31349492235673,"unchanged"
"Q8NFZ5",0.729453542462931,19.9978404176105,1.77487046551396,0.106719804396709,0.219596520585537,-5.16398804060411,"unchanged"
"P62987",0.728032606594581,26.3033836795698,2.02596977712898,0.0706596233694999,0.175827434896198,-4.78828883175239,"unchanged"
"P11940",-0.726254517746803,22.8829490478987,-1.3360353174806,0.211536334653719,0.367044126615371,-5.75344590207513,"unchanged"
"P36542",-0.725994845044365,18.2158525333808,-1.63657175703471,0.13317798386331,0.254465076310253,-5.36025134232282,"unchanged"
"P46063",0.723766344259765,19.3310431921727,1.30662089620436,0.220978572062587,0.377309157617502,-5.78910094179238,"unchanged"
"Q02878",-0.719623112389719,21.5837206527154,-1.78245251841766,0.105418184322034,0.219596520585537,-5.15298868903777,"unchanged"
"Q8N4C8",-0.714646093511806,19.3244626560804,-1.6978997258711,0.120788961063039,0.240827680131898,-5.27427253683364,"unchanged"
"O14979",-0.714444677745213,23.8373758388792,-1.47209483718352,0.172163143898027,0.317084144929806,-5.58164729961183,"unchanged"
"O14654",0.713916881572128,20.1427347554975,0.990389973232926,0.345651362559735,0.502054694034728,-6.13459435087011,"unchanged"
"P48681",0.71120681308631,19.1416351590729,1.62268983169425,0.136135815177082,0.258577495099665,-5.37946750286662,"unchanged"
"Q03721",0.706401271266447,19.4666448725076,1.6656291931279,0.127172280265536,0.247407890698407,-5.31973160440679,"unchanged"
