sample	samples	STAM	STAM	ENSG00000136738.14
TCGA-DK-AA6X-01	TCGA-DK-AA6X-01	-0.16	-1	2.714
TCGA-XK-AAJT-01	TCGA-XK-AAJT-01	-0.16	-1	2.202
TCGA-RG-A7D4-01	TCGA-RG-A7D4-01	-0.16	-1	1.864
TCGA-DK-AA75-01	TCGA-DK-AA75-01	-0.16	-1	1.791
TCGA-CN-6020-01	TCGA-CN-6020-01	-0.161	-1	3.81
TCGA-06-5410-01	TCGA-06-5410-01	-0.162	-1	3.394
TCGA-CR-7365-01	TCGA-CR-7365-01	-0.163	-1	3.698
TCGA-93-7348-01	TCGA-93-7348-01	-0.163	-1	2.964
TCGA-EI-6514-01	TCGA-EI-6514-01	-0.163	-1	2.703
TCGA-B4-5835-01	TCGA-B4-5835-01	-0.164	-1	3.874
TCGA-LN-A49W-01	TCGA-LN-A49W-01	-0.164	-1	3.412
TCGA-D5-6898-01	TCGA-D5-6898-01	-0.164	-1	3.292
TCGA-J2-A4AG-01	TCGA-J2-A4AG-01	-0.164	-1	2.939
TCGA-06-6698-01	TCGA-06-6698-01	-0.164	-1	
TCGA-61-2614-01	TCGA-61-2614-01	-0.164	-1	
TCGA-AA-3673-01	TCGA-AA-3673-01	-0.164	-1	
TCGA-BT-A42C-01	TCGA-BT-A42C-01	-0.165	-1	3.699
TCGA-DQ-7588-01	TCGA-DQ-7588-01	-0.166	-1	3.157
TCGA-DD-A4NI-01	TCGA-DD-A4NI-01	-0.166	-1	1.264
TCGA-06-0121-01	TCGA-06-0121-01	-0.166	-1	
TCGA-EE-A3J7-06	TCGA-EE-A3J7-06	-0.167	-1	3.988
TCGA-BH-A0EB-01	TCGA-BH-A0EB-01	-0.167	-1	2.909
TCGA-OR-A5L6-01	TCGA-OR-A5L6-01	-0.167	-1	2.801
TCGA-A6-2680-01	TCGA-A6-2680-01	-0.167	-1	
TCGA-DX-A8BO-01	TCGA-DX-A8BO-01	-0.168	-1	3.248
TCGA-22-1011-01	TCGA-22-1011-01	-0.168	-1	3.149
TCGA-DA-A3F5-06	TCGA-DA-A3F5-06	-0.168	-1	2.934
TCGA-EE-A2GH-06	TCGA-EE-A2GH-06	-0.168	-1	2.894
TCGA-90-A4EE-01	TCGA-90-A4EE-01	-0.168	-1	2.549
TCGA-EO-A3AZ-01	TCGA-EO-A3AZ-01	-0.168	-1	0.2277
TCGA-AF-3400-01	TCGA-AF-3400-01	-0.168	-1	
TCGA-69-A59K-01	TCGA-69-A59K-01	-0.169	-1	3.177
TCGA-D3-A3MV-06	TCGA-D3-A3MV-06	-0.169	-1	3.072
TCGA-K1-A6RU-01	TCGA-K1-A6RU-01	-0.169	-1	2.761
TCGA-95-7947-01	TCGA-95-7947-01	-0.17	-1	3.328
TCGA-ZG-A9L9-01	TCGA-ZG-A9L9-01	-0.17	-1	2.504
TCGA-MT-A51X-01	TCGA-MT-A51X-01	-0.171	-1	3.398
TCGA-B6-A1KI-01	TCGA-B6-A1KI-01	-0.171	-1	2.714
TCGA-06-0143-01	TCGA-06-0143-01	-0.171	-1	
TCGA-21-1076-01	TCGA-21-1076-01	-0.172	-1	3.323
TCGA-A6-6654-01	TCGA-A6-6654-01	-0.172	-1	2.864
TCGA-EE-A29G-06	TCGA-EE-A29G-06	-0.173	-1	3.686
TCGA-HZ-8005-01	TCGA-HZ-8005-01	-0.173	-1	3.651
TCGA-VS-A9V4-01	TCGA-VS-A9V4-01	-0.173	-1	3.162
TCGA-IW-A3M6-01	TCGA-IW-A3M6-01	-0.173	-1	2.665
TCGA-CC-A3MC-01	TCGA-CC-A3MC-01	-0.173	-1	1.836
TCGA-12-0827-01	TCGA-12-0827-01	-0.173	-1	
TCGA-DX-A6BK-01	TCGA-DX-A6BK-01	-0.173	-1	
TCGA-HT-A4DS-01	TCGA-HT-A4DS-01	-0.174	-1	1.732
TCGA-78-8640-01	TCGA-78-8640-01	-0.175	-1	2.734
TCGA-VQ-A928-01	TCGA-VQ-A928-01	-0.175	-2	2.824
TCGA-27-2521-01	TCGA-27-2521-01	-0.176	-1	3.638
TCGA-55-A4DF-01	TCGA-55-A4DF-01	-0.176	-1	3.108
TCGA-22-4595-01	TCGA-22-4595-01	-0.177	-1	3.306
TCGA-29-1698-01	TCGA-29-1698-01	-0.177	-1	2.759
TCGA-2G-AAGP-01	TCGA-2G-AAGP-01	-0.178	-1	2.725
TCGA-85-8287-01	TCGA-85-8287-01	-0.178	-1	2.465
TCGA-13-2057-01	TCGA-13-2057-01	-0.178	-1	
TCGA-49-6742-01	TCGA-49-6742-01	-0.179	-1	2.84
TCGA-QK-AA3K-01	TCGA-QK-AA3K-01	-0.179	-1	2.521
TCGA-G3-AAV1-01	TCGA-G3-AAV1-01	-0.179	-1	2.011
TCGA-UD-AAC5-01	TCGA-UD-AAC5-01	-0.18	-1	5.028
TCGA-FS-A1Z0-06	TCGA-FS-A1Z0-06	-0.18	-1	4.471
TCGA-60-2722-01	TCGA-60-2722-01	-0.18	-1	3.845
TCGA-SG-A6Z7-01	TCGA-SG-A6Z7-01	-0.18	-1	2.928
TCGA-DX-AB2V-01	TCGA-DX-AB2V-01	-0.18	-1	2.917
TCGA-C5-A7CG-01	TCGA-C5-A7CG-01	-0.18	-1	2.797
TCGA-BR-4255-01	TCGA-BR-4255-01	-0.181	-1	3.397
TCGA-F7-8489-01	TCGA-F7-8489-01	-0.181	-1	3.338
TCGA-2G-AAHC-01	TCGA-2G-AAHC-01	-0.181	-1	3.115
TCGA-22-1000-01	TCGA-22-1000-01	-0.181	-1	2.864
TCGA-CJ-4901-01	TCGA-CJ-4901-01	-0.181	-1	2.597
TCGA-VS-A954-01	TCGA-VS-A954-01	-0.181	-1	2.499
TCGA-IB-A6UG-01	TCGA-IB-A6UG-01	-0.181	-1	2.183
TCGA-AA-3867-01	TCGA-AA-3867-01	-0.181	-1	
TCGA-24-1923-01	TCGA-24-1923-01	-0.182	-1	2.39
TCGA-EE-A2A2-06	TCGA-EE-A2A2-06	-0.183	-1	5.357
TCGA-L5-A43H-01	TCGA-L5-A43H-01	-0.183	-1	3.257
TCGA-49-4510-01	TCGA-49-4510-01	-0.183	-1	2.409
TCGA-43-8118-01	TCGA-43-8118-01	-0.185	-1	3.165
TCGA-38-4628-01	TCGA-38-4628-01	-0.185	-1	2.635
TCGA-KK-A59Z-01	TCGA-KK-A59Z-01	-0.185	-1	2.272
TCGA-D3-A2JO-06	TCGA-D3-A2JO-06	-0.186	-1	3.674
TCGA-CV-7097-01	TCGA-CV-7097-01	-0.186	-1	3.228
TCGA-RU-A8FL-01	TCGA-RU-A8FL-01	-0.186	-1	3.084
TCGA-CV-7248-01	TCGA-CV-7248-01	-0.186	-1	2.956
TCGA-DX-A3UE-01	TCGA-DX-A3UE-01	-0.186	-1	2.621
TCGA-5M-AAT5-01	TCGA-5M-AAT5-01	-0.187	-1	3.034
TCGA-EE-A3JH-06	TCGA-EE-A3JH-06	-0.187	-1	2.93
TCGA-KF-A41W-01	TCGA-KF-A41W-01	-0.187	-1	2.77
TCGA-CM-4750-01	TCGA-CM-4750-01	-0.187	-1	
TCGA-CQ-6228-01	TCGA-CQ-6228-01	-0.188	-1	3.329
TCGA-IG-A3Y9-01	TCGA-IG-A3Y9-01	-0.188	-1	3.152
TCGA-CF-A27C-01	TCGA-CF-A27C-01	-0.188	-1	3.093
TCGA-CQ-7067-01	TCGA-CQ-7067-01	-0.188	-1	2.969
TCGA-VQ-A8DT-01	TCGA-VQ-A8DT-01	-0.188	-1	2.707
TCGA-CR-6484-01	TCGA-CR-6484-01	-0.188	-1	2.376
TCGA-CR-7368-01	TCGA-CR-7368-01	-0.189	-1	3.861
TCGA-R5-A7ZF-01	TCGA-R5-A7ZF-01	-0.189	-1	3.254
TCGA-MP-A4SY-01	TCGA-MP-A4SY-01	-0.189	-1	2.895
TCGA-N9-A4Q8-01	TCGA-N9-A4Q8-01	-0.189	-1	2.882
TCGA-N9-A4Q4-01	TCGA-N9-A4Q4-01	-0.189	-1	2.521
TCGA-44-2657-01	TCGA-44-2657-01	-0.189	-1	2.382
TCGA-06-0189-01	TCGA-06-0189-01	-0.189	-1	
TCGA-VS-A9UI-01	TCGA-VS-A9UI-01	-0.19	-1	2.82
TCGA-02-2483-01	TCGA-02-2483-01	-0.191	-1	3.566
TCGA-MY-A913-01	TCGA-MY-A913-01	-0.191	-1	2.888
TCGA-LP-A4AX-01	TCGA-LP-A4AX-01	-0.191	-1	2.824
TCGA-DA-A95Y-06	TCGA-DA-A95Y-06	-0.192	-1	3.093
TCGA-CQ-7069-01	TCGA-CQ-7069-01	-0.193	-1	3.563
TCGA-32-1980-01	TCGA-32-1980-01	-0.193	-1	3.475
TCGA-77-8138-01	TCGA-77-8138-01	-0.193	-1	3.263
TCGA-EW-A6S9-01	TCGA-EW-A6S9-01	-0.193	-1	3.096
TCGA-FJ-A3ZF-01	TCGA-FJ-A3ZF-01	-0.193	-1	2.975
TCGA-83-5908-01	TCGA-83-5908-01	-0.194	-1	3.214
TCGA-22-0940-01	TCGA-22-0940-01	-0.194	-1	3.109
TCGA-L5-A4OE-01	TCGA-L5-A4OE-01	-0.195	-1	4.015
TCGA-WZ-A7V5-01	TCGA-WZ-A7V5-01	-0.195	-1	3.046
TCGA-KK-A6E6-01	TCGA-KK-A6E6-01	-0.195	-1	3.014
TCGA-CC-A7II-01	TCGA-CC-A7II-01	-0.195	-1	1.417
TCGA-75-5122-01	TCGA-75-5122-01	-0.196	-1	3.072
TCGA-Q2-A5QZ-01	TCGA-Q2-A5QZ-01	-0.196	-1	0.8246
TCGA-FR-A8YE-06	TCGA-FR-A8YE-06	-0.197	-1	3.3
TCGA-94-7557-01	TCGA-94-7557-01	-0.197	-1	3.189
TCGA-CA-6719-01	TCGA-CA-6719-01	-0.197	-1	3.164
TCGA-C5-A2LT-01	TCGA-C5-A2LT-01	-0.197	-1	2.478
TCGA-AR-A250-01	TCGA-AR-A250-01	-0.198	-1	3.183
TCGA-64-1681-01	TCGA-64-1681-01	-0.198	-1	2.971
TCGA-60-2703-01	TCGA-60-2703-01	-0.198	-1	2.924
TCGA-VQ-A8E0-01	TCGA-VQ-A8E0-01	-0.198	-1	2.858
TCGA-BR-6564-01	TCGA-BR-6564-01	-0.198	-1	1.903
TCGA-D3-A51G-06	TCGA-D3-A51G-06	-0.199	-1	3.429
TCGA-DX-A8BS-01	TCGA-DX-A8BS-01	-0.199	-1	2.997
TCGA-77-8136-01	TCGA-77-8136-01	-0.199	-1	2.958
TCGA-96-A4JK-01	TCGA-96-A4JK-01	-0.199	-1	2.69
TCGA-KO-8414-01	TCGA-KO-8414-01	-0.199	-1	2.138
TCGA-D6-A6EP-01	TCGA-D6-A6EP-01	-0.199	-1	1.379
TCGA-06-0147-01	TCGA-06-0147-01	-0.199	-1	
TCGA-IE-A4EJ-01	TCGA-IE-A4EJ-01	-0.2	-1	3.734
TCGA-29-1707-01	TCGA-29-1707-01	-0.2	-1	
TCGA-EE-A2MU-06	TCGA-EE-A2MU-06	-0.201	-1	3.388
TCGA-D8-A1XB-01	TCGA-D8-A1XB-01	-0.201	-1	3.325
TCGA-FC-7961-01	TCGA-FC-7961-01	-0.201	-1	3.094
TCGA-HI-7168-01	TCGA-HI-7168-01	-0.201	-1	2.278
TCGA-DI-A1NN-01	TCGA-DI-A1NN-01	-0.201	-1	
TCGA-WE-AA9Y-06	TCGA-WE-AA9Y-06	-0.202	-1	3.791
TCGA-G2-A3IB-01	TCGA-G2-A3IB-01	-0.202	-1	3.118
TCGA-XK-AAJ3-01	TCGA-XK-AAJ3-01	-0.202	-1	3.039
TCGA-61-1743-01	TCGA-61-1743-01	-0.202	-1	2.989
TCGA-86-8669-01	TCGA-86-8669-01	-0.202	-1	2.87
TCGA-DD-AADR-01	TCGA-DD-AADR-01	-0.202	-1	1.245
TCGA-S6-A8JX-01	TCGA-S6-A8JX-01	-0.204	-1	3.25
TCGA-A7-A13F-01	TCGA-A7-A13F-01	-0.205	-1	3.126
TCGA-BP-4803-01	TCGA-BP-4803-01	-0.205	-1	3.099
TCGA-85-A4QQ-01	TCGA-85-A4QQ-01	-0.205	-1	1.907
TCGA-75-5147-01	TCGA-75-5147-01	-0.206	-1	3.059
TCGA-AG-3591-01	TCGA-AG-3591-01	-0.206	-1	2.74
TCGA-77-8133-01	TCGA-77-8133-01	-0.206	-1	2.736
TCGA-AG-3896-01	TCGA-AG-3896-01	-0.206	-1	
TCGA-05-5429-01	TCGA-05-5429-01	-0.207	-1	3.512
TCGA-86-8075-01	TCGA-86-8075-01	-0.207	-1	3.43
TCGA-C8-A132-01	TCGA-C8-A132-01	-0.207	-1	3.039
TCGA-D8-A1XV-01	TCGA-D8-A1XV-01	-0.207	-1	3.039
TCGA-55-8094-01	TCGA-55-8094-01	-0.208	-1	3.661
TCGA-A6-5666-01	TCGA-A6-5666-01	-0.208	-1	3.148
TCGA-HI-7171-01	TCGA-HI-7171-01	-0.208	-1	3.041
TCGA-DB-A64L-01	TCGA-DB-A64L-01	-0.209	-1	3.641
TCGA-A6-5659-01	TCGA-A6-5659-01	-0.209	-1	2.715
TCGA-CR-7373-01	TCGA-CR-7373-01	-0.21	-1	3.055
TCGA-V1-A9Z7-01	TCGA-V1-A9Z7-01	-0.21	-1	2.71
TCGA-BT-A20U-01	TCGA-BT-A20U-01	-0.21	-1	2.382
TCGA-VF-A8AC-01	TCGA-VF-A8AC-01	-0.211	-1	3.525
TCGA-BA-5559-01	TCGA-BA-5559-01	-0.211	-1	2.834
TCGA-55-A48X-01	TCGA-55-A48X-01	-0.211	-1	2.734
TCGA-IB-7893-01	TCGA-IB-7893-01	-0.212	-1	3.334
TCGA-A8-A06R-01	TCGA-A8-A06R-01	-0.212	-1	3.029
TCGA-IB-A7LX-01	TCGA-IB-A7LX-01	-0.212	-1	2.928
TCGA-G4-6297-01	TCGA-G4-6297-01	-0.212	-1	2.872
TCGA-55-8614-01	TCGA-55-8614-01	-0.212	-1	2.766
TCGA-EA-A439-01	TCGA-EA-A439-01	-0.212	-1	2.725
TCGA-33-4583-01	TCGA-33-4583-01	-0.213	-1	3.334
TCGA-50-6593-01	TCGA-50-6593-01	-0.213	-1	3.004
TCGA-D5-6929-01	TCGA-D5-6929-01	-0.213	-1	2.791
TCGA-DK-AA6M-01	TCGA-DK-AA6M-01	-0.213	-1	2.101
TCGA-BP-4960-01	TCGA-BP-4960-01	-0.213	-1	1.609
TCGA-AX-A1CP-01	TCGA-AX-A1CP-01	-0.213	-1	
TCGA-BP-4343-01	TCGA-BP-4343-01	-0.214	-1	3.293
TCGA-FP-A4BF-01	TCGA-FP-A4BF-01	-0.214	-1	3.025
TCGA-56-A4ZK-01	TCGA-56-A4ZK-01	-0.214	-1	2.822
TCGA-CV-A465-01	TCGA-CV-A465-01	-0.215	-1	3.515
TCGA-BA-A4IF-01	TCGA-BA-A4IF-01	-0.215	-1	3.362
TCGA-AU-3779-01	TCGA-AU-3779-01	-0.215	-1	2.922
TCGA-UF-A71B-01	TCGA-UF-A71B-01	-0.216	-1	3.082
TCGA-77-A5GF-01	TCGA-77-A5GF-01	-0.216	-1	2.687
TCGA-DQ-5629-01	TCGA-DQ-5629-01	-0.218	-1	3.37
TCGA-58-A46K-01	TCGA-58-A46K-01	-0.218	-1	2.958
TCGA-AX-A3G1-01	TCGA-AX-A3G1-01	-0.218	-1	2.939
TCGA-A2-A0CS-01	TCGA-A2-A0CS-01	-0.218	-1	2.738
TCGA-A5-A1OH-01	TCGA-A5-A1OH-01	-0.218	-1	2.696
TCGA-06-0650-01	TCGA-06-0650-01	-0.218	-1	
TCGA-34-2605-01	TCGA-34-2605-01	-0.218	-1	
TCGA-98-A539-01	TCGA-98-A539-01	-0.219	-1	3.266
TCGA-AO-A03M-01	TCGA-AO-A03M-01	-0.219	-1	2.694
TCGA-CI-6624-01	TCGA-CI-6624-01	-0.219	-1	2.671
TCGA-DX-A8BZ-01	TCGA-DX-A8BZ-01	-0.219	-1	1.39
TCGA-EE-A2M8-06	TCGA-EE-A2M8-06	-0.22	-1	3.441
TCGA-86-8055-01	TCGA-86-8055-01	-0.22	-1	3.018
TCGA-ZJ-AAXF-01	TCGA-ZJ-AAXF-01	-0.22	-1	2.173
TCGA-3B-A9HS-01	TCGA-3B-A9HS-01	-0.221	-1	3.025
TCGA-B2-5641-01	TCGA-B2-5641-01	-0.221	-1	2.978
TCGA-D5-6926-01	TCGA-D5-6926-01	-0.221	-1	2.909
TCGA-26-1438-01	TCGA-26-1438-01	-0.221	-1	
TCGA-BH-A1EU-01	TCGA-BH-A1EU-01	-0.222	-1	3.425
TCGA-AF-A56L-01	TCGA-AF-A56L-01	-0.222	-1	3.109
TCGA-91-6828-01	TCGA-91-6828-01	-0.222	-1	3.032
TCGA-EE-A3JE-06	TCGA-EE-A3JE-06	-0.222	-1	3.006
TCGA-99-8033-01	TCGA-99-8033-01	-0.223	-1	3.589
TCGA-AZ-6607-01	TCGA-AZ-6607-01	-0.223	-1	3.299
TCGA-V5-A7RC-01	TCGA-V5-A7RC-01	-0.223	-1	3.18
TCGA-ER-A19S-06	TCGA-ER-A19S-06	-0.223	-1	3.059
TCGA-Z6-A8JD-01	TCGA-Z6-A8JD-01	-0.223	-1	2.903
TCGA-39-5030-01	TCGA-39-5030-01	-0.223	-1	2.703
TCGA-97-A4M1-01	TCGA-97-A4M1-01	-0.223	-1	2.496
TCGA-32-1986-01	TCGA-32-1986-01	-0.223	-1	
TCGA-E9-A1NF-01	TCGA-E9-A1NF-01	-0.224	-1	2.716
TCGA-FV-A2QQ-01	TCGA-FV-A2QQ-01	-0.224	-1	1.299
TCGA-EE-A181-06	TCGA-EE-A181-06	-0.226	-1	4.875
TCGA-2H-A9GL-01	TCGA-2H-A9GL-01	-0.226	-1	3.452
TCGA-L5-A4OT-01	TCGA-L5-A4OT-01	-0.226	-1	3.424
TCGA-BP-4797-01	TCGA-BP-4797-01	-0.226	-1	3.359
TCGA-A6-6138-01	TCGA-A6-6138-01	-0.226	-1	2.801
TCGA-44-3919-01	TCGA-44-3919-01	-0.226	-1	2.751
TCGA-22-5478-01	TCGA-22-5478-01	-0.226	-1	2.475
TCGA-OR-A5L2-01	TCGA-OR-A5L2-01	-0.226	-1	
TCGA-BI-A20A-01	TCGA-BI-A20A-01	-0.227	-1	2.561
TCGA-VQ-A8DZ-01	TCGA-VQ-A8DZ-01	-0.227	-1	2.342
TCGA-22-5479-01	TCGA-22-5479-01	-0.227	-1	2.331
TCGA-DH-A669-01	TCGA-DH-A669-01	-0.228	-1	3.694
TCGA-C9-A47Z-01	TCGA-C9-A47Z-01	-0.228	-1	3.31
TCGA-EA-A5ZF-01	TCGA-EA-A5ZF-01	-0.228	-1	2.956
TCGA-UT-A97Y-01	TCGA-UT-A97Y-01	-0.228	-1	2.692
TCGA-2G-AAKL-01	TCGA-2G-AAKL-01	-0.229	-1	2.922
TCGA-02-0107-01	TCGA-02-0107-01	-0.229	-1	
TCGA-IN-A6RP-01	TCGA-IN-A6RP-01	-0.229	-1	
TCGA-CR-7367-01	TCGA-CR-7367-01	-0.23	-1	3.529
TCGA-24-1842-01	TCGA-24-1842-01	-0.23	-1	2.561
TCGA-13-0889-01	TCGA-13-0889-01	-0.23	-1	
TCGA-UF-A71A-01	TCGA-UF-A71A-01	-0.231	-1	2.973
TCGA-TN-A7HJ-01	TCGA-TN-A7HJ-01	-0.231	-1	2.882
TCGA-DD-AADN-01	TCGA-DD-AADN-01	-0.231	-1	-0.3383
TCGA-13-2065-01	TCGA-13-2065-01	-0.231	-1	
TCGA-18-3406-01	TCGA-18-3406-01	-0.231	-1	
TCGA-E5-A4TZ-01	TCGA-E5-A4TZ-01	-0.232	-1	3.123
TCGA-63-A5ML-01	TCGA-63-A5ML-01	-0.232	-1	3.118
TCGA-HD-7831-01	TCGA-HD-7831-01	-0.232	-1	2.712
TCGA-CR-7377-01	TCGA-CR-7377-01	-0.233	-1	3.293
TCGA-DX-A8BG-01	TCGA-DX-A8BG-01	-0.233	-1	3.074
TCGA-CV-7438-01	TCGA-CV-7438-01	-0.233	-1	2.864
TCGA-E7-A541-01	TCGA-E7-A541-01	-0.233	-1	2.233
TCGA-60-2725-01	TCGA-60-2725-01	-0.234	-1	3.284
TCGA-AX-A1CR-01	TCGA-AX-A1CR-01	-0.234	-1	
TCGA-XP-A8T6-01	TCGA-XP-A8T6-01	-0.236	-1	2.993
TCGA-34-2596-01	TCGA-34-2596-01	-0.236	-1	2.856
TCGA-BH-A208-01	TCGA-BH-A208-01	-0.236	-1	2.856
TCGA-A1-A0SK-01	TCGA-A1-A0SK-01	-0.237	-1	3.473
TCGA-IB-7890-01	TCGA-IB-7890-01	-0.237	-1	3.429
TCGA-DX-A1KX-01	TCGA-DX-A1KX-01	-0.237	-1	2.943
TCGA-YL-A8SQ-01	TCGA-YL-A8SQ-01	-0.237	-1	2.919
TCGA-C5-A1M6-01	TCGA-C5-A1M6-01	-0.237	-1	2.531
TCGA-B0-4828-01	TCGA-B0-4828-01	-0.237	-1	2.164
TCGA-L5-A8NS-01	TCGA-L5-A8NS-01	-0.238	-1	3.39
TCGA-HC-7232-01	TCGA-HC-7232-01	-0.238	-1	3.336
TCGA-IB-7886-01	TCGA-IB-7886-01	-0.238	-1	3.103
TCGA-AA-3989-01	TCGA-AA-3989-01	-0.238	-1	
TCGA-EE-A2MG-06	TCGA-EE-A2MG-06	-0.239	-1	4.07
TCGA-AC-A2QI-01	TCGA-AC-A2QI-01	-0.239	-1	3.348
TCGA-34-A5IX-01	TCGA-34-A5IX-01	-0.239	-1	3.265
TCGA-CN-6019-01	TCGA-CN-6019-01	-0.239	-1	3.022
TCGA-O2-A52Q-01	TCGA-O2-A52Q-01	-0.24	-1	3.297
TCGA-AR-A5QQ-01	TCGA-AR-A5QQ-01	-0.24	-1	2.121
TCGA-94-A5I6-01	TCGA-94-A5I6-01	-0.241	-1	3.125
TCGA-EI-6881-01	TCGA-EI-6881-01	-0.242	-1	3.029
TCGA-60-2723-01	TCGA-60-2723-01	-0.242	-1	2.284
TCGA-2G-AALZ-01	TCGA-2G-AALZ-01	-0.242	-1	2.266
TCGA-E9-A54Y-01	TCGA-E9-A54Y-01	-0.242	-1	1.84
TCGA-ZP-A9D1-01	TCGA-ZP-A9D1-01	-0.242	-1	1.732
TCGA-BA-A6DI-01	TCGA-BA-A6DI-01	-0.243	-1	3.28
TCGA-85-8580-01	TCGA-85-8580-01	-0.244	-1	3.154
TCGA-AD-6901-01	TCGA-AD-6901-01	-0.244	-1	2.296
TCGA-CN-6998-01	TCGA-CN-6998-01	-0.245	-1	3.873
TCGA-06-0119-01	TCGA-06-0119-01	-0.245	-1	
TCGA-G4-6315-01	TCGA-G4-6315-01	-0.246	-1	2.989
TCGA-OR-A5JV-01	TCGA-OR-A5JV-01	-0.246	-1	2.874
TCGA-33-4582-01	TCGA-33-4582-01	-0.247	-1	3.558
TCGA-A2-A1FX-01	TCGA-A2-A1FX-01	-0.247	-1	3.413
TCGA-52-7809-01	TCGA-52-7809-01	-0.247	-1	3.018
TCGA-2G-AAFY-01	TCGA-2G-AAFY-01	-0.247	-1	2.808
TCGA-CV-7423-01	TCGA-CV-7423-01	-0.248	-1	3.413
TCGA-85-8353-01	TCGA-85-8353-01	-0.248	-1	2.973
TCGA-CM-6170-01	TCGA-CM-6170-01	-0.248	-1	2.954
TCGA-60-2708-01	TCGA-60-2708-01	-0.248	-1	2.85
TCGA-AZ-6603-01	TCGA-AZ-6603-01	-0.248	-1	2.731
TCGA-XF-A8HH-01	TCGA-XF-A8HH-01	-0.248	-1	2.393
TCGA-EE-A2GR-06	TCGA-EE-A2GR-06	-0.249	-1	5.371
TCGA-HT-7882-01	TCGA-HT-7882-01	-0.25	-1	3.824
TCGA-XE-A8H1-01	TCGA-XE-A8H1-01	-0.25	-1	2.844
TCGA-CN-5374-01	TCGA-CN-5374-01	-0.25	-1	2.628
TCGA-J1-A4AH-01	TCGA-J1-A4AH-01	-0.25	-1	2.559
TCGA-ET-A39N-01	TCGA-ET-A39N-01	-0.25	-1	1.656
TCGA-VR-A8EW-01	TCGA-VR-A8EW-01	-0.251	-1	3.631
TCGA-04-1364-01	TCGA-04-1364-01	-0.251	-1	3.207
TCGA-D8-A1JG-01	TCGA-D8-A1JG-01	-0.251	-1	3.006
TCGA-2G-AALG-01	TCGA-2G-AALG-01	-0.251	-1	1.766
TCGA-AG-A00H-01	TCGA-AG-A00H-01	-0.251	-1	
TCGA-CQ-6223-01	TCGA-CQ-6223-01	-0.252	-1	3.577
TCGA-D3-A8GD-06	TCGA-D3-A8GD-06	-0.252	-1	3.475
TCGA-BH-A18I-01	TCGA-BH-A18I-01	-0.252	-1	3.465
TCGA-TQ-A7RP-01	TCGA-TQ-A7RP-01	-0.252	-1	2.848
TCGA-BA-A6D8-01	TCGA-BA-A6D8-01	-0.252	-1	1.138
TCGA-86-8074-01	TCGA-86-8074-01	-0.253	-1	3.536
TCGA-AF-2687-01	TCGA-AF-2687-01	-0.253	-1	3.228
TCGA-3B-A9I3-01	TCGA-3B-A9I3-01	-0.253	-1	2.395
TCGA-B6-A1KN-01	TCGA-B6-A1KN-01	-0.255	-1	3.055
TCGA-02-0115-01	TCGA-02-0115-01	-0.255	-1	
TCGA-19-1385-01	TCGA-19-1385-01	-0.255	-1	
TCGA-44-2662-01	TCGA-44-2662-01	-0.256	-1	3.69
TCGA-FB-AAQ2-01	TCGA-FB-AAQ2-01	-0.256	-1	3.098
TCGA-22-5474-01	TCGA-22-5474-01	-0.256	-1	2.844
TCGA-FP-A8CX-01	TCGA-FP-A8CX-01	-0.256	-1	2.776
TCGA-14-0781-01	TCGA-14-0781-01	-0.256	-1	2.554
TCGA-68-8251-01	TCGA-68-8251-01	-0.257	-1	2.496
TCGA-PG-A7D5-01	TCGA-PG-A7D5-01	-0.257	-1	2.269
TCGA-SH-A9CU-01	TCGA-SH-A9CU-01	-0.258	-1	3.319
TCGA-EK-A2H1-01	TCGA-EK-A2H1-01	-0.258	-1	2.064
TCGA-43-2576-01	TCGA-43-2576-01	-0.259	-1	2.551
TCGA-IG-A5B8-01	TCGA-IG-A5B8-01	-0.26	-1	3.009
TCGA-YU-A90Y-01	TCGA-YU-A90Y-01	-0.26	-1	2.694
TCGA-CZ-5982-01	TCGA-CZ-5982-01	-0.261	-1	3.527
TCGA-66-2753-01	TCGA-66-2753-01	-0.262	-1	3.767
TCGA-B6-A0RU-01	TCGA-B6-A0RU-01	-0.262	-1	3.082
TCGA-05-4402-01	TCGA-05-4402-01	-0.262	-1	2.901
TCGA-02-0084-01	TCGA-02-0084-01	-0.262	-1	
TCGA-ER-A199-06	TCGA-ER-A199-06	-0.263	-1	3.326
TCGA-BR-4257-01	TCGA-BR-4257-01	-0.263	-1	3.245
TCGA-DD-A39Y-01	TCGA-DD-A39Y-01	-0.263	-1	1.305
TCGA-L5-A4OF-01	TCGA-L5-A4OF-01	-0.264	-1	3.805
TCGA-BH-A0C7-01	TCGA-BH-A0C7-01	-0.264	-1	3.588
TCGA-D3-A5GN-06	TCGA-D3-A5GN-06	-0.264	-1	3.313
TCGA-AA-3511-01	TCGA-AA-3511-01	-0.264	-1	3.144
TCGA-B0-4712-01	TCGA-B0-4712-01	-0.264	-1	2.707
TCGA-DZ-6131-01	TCGA-DZ-6131-01	-0.265	-1	4.432
TCGA-A3-A6NN-01	TCGA-A3-A6NN-01	-0.265	-1	2.778
TCGA-N5-A59E-01	TCGA-N5-A59E-01	-0.265	-1	2.519
TCGA-A6-2681-01	TCGA-A6-2681-01	-0.265	-1	
TCGA-CV-A45X-01	TCGA-CV-A45X-01	-0.266	-1	3.094
